draw_index,draw_date,draw_time,window_size,number,count,appearance_share_pct
3,2026-08-01,21:00,3,01,0,0.0
3,2026-08-01,21:00,3,02,0,0.0
3,2026-08-01,21:00,3,03,0,0.0
3,2026-08-01,21:00,3,04,1,5.5556
3,2026-08-01,21:00,3,05,0,0.0
3,2026-08-01,21:00,3,06,1,5.5556
3,2026-08-01,21:00,3,07,0,0.0
3,2026-08-01,21:00,3,08,0,0.0
3,2026-08-01,21:00,3,09,1,5.5556
3,2026-08-01,21:00,3,10,0,0.0
3,2026-08-01,21:00,3,11,0,0.0
3,2026-08-01,21:00,3,12,0,0.0
3,2026-08-01,21:00,3,13,0,0.0
3,2026-08-01,21:00,3,14,1,5.5556
3,2026-08-01,21:00,3,15,0,0.0
3,2026-08-01,21:00,3,16,0,0.0
3,2026-08-01,21:00,3,17,0,0.0
3,2026-08-01,21:00,3,18,0,0.0
3,2026-08-01,21:00,3,19,0,0.0
3,2026-08-01,21:00,3,20,0,0.0
3,2026-08-01,21:00,3,21,0,0.0
3,2026-08-01,21:00,3,22,0,0.0
3,2026-08-01,21:00,3,23,1,5.5556
3,2026-08-01,21:00,3,24,0,0.0
3,2026-08-01,21:00,3,25,0,0.0
3,2026-08-01,21:00,3,26,0,0.0
3,2026-08-01,21:00,3,27,0,0.0
3,2026-08-01,21:00,3,28,1,5.5556
3,2026-08-01,21:00,3,29,0,0.0
3,2026-08-01,21:00,3,30,0,0.0
3,2026-08-01,21:00,3,31,0,0.0
3,2026-08-01,21:00,3,32,0,0.0
3,2026-08-01,21:00,3,33,1,5.5556
3,2026-08-01,21:00,3,34,0,0.0
3,2026-08-01,21:00,3,35,0,0.0
3,2026-08-01,21:00,3,36,0,0.0
3,2026-08-01,21:00,3,37,0,0.0
3,2026-08-01,21:00,3,38,1,5.5556
3,2026-08-01,21:00,3,39,0,0.0
3,2026-08-01,21:00,3,40,0,0.0
3,2026-08-01,21:00,3,41,0,0.0
3,2026-08-01,21:00,3,42,1,5.5556
3,2026-08-01,21:00,3,43,0,0.0
3,2026-08-01,21:00,3,44,1,5.5556
3,2026-08-01,21:00,3,45,0,0.0
3,2026-08-01,21:00,3,46,2,11.1111
3,2026-08-01,21:00,3,47,0,0.0
3,2026-08-01,21:00,3,48,1,5.5556
3,2026-08-01,21:00,3,49,2,11.1111
3,2026-08-01,21:00,3,50,0,0.0
3,2026-08-01,21:00,3,51,0,0.0
3,2026-08-01,21:00,3,52,0,0.0
3,2026-08-01,21:00,3,53,1,5.5556
3,2026-08-01,21:00,3,54,1,5.5556
3,2026-08-01,21:00,3,55,1,5.5556
4,2026-08-03,21:00,3,01,0,0.0
4,2026-08-03,21:00,3,02,1,5.5556
4,2026-08-03,21:00,3,03,0,0.0
4,2026-08-03,21:00,3,04,1,5.5556
4,2026-08-03,21:00,3,05,1,5.5556
4,2026-08-03,21:00,3,06,0,0.0
4,2026-08-03,21:00,3,07,0,0.0
4,2026-08-03,21:00,3,08,0,0.0
4,2026-08-03,21:00,3,09,1,5.5556
4,2026-08-03,21:00,3,10,0,0.0
4,2026-08-03,21:00,3,11,0,0.0
4,2026-08-03,21:00,3,12,0,0.0
4,2026-08-03,21:00,3,13,0,0.0
4,2026-08-03,21:00,3,14,1,5.5556
4,2026-08-03,21:00,3,15,0,0.0
4,2026-08-03,21:00,3,16,0,0.0
4,2026-08-03,21:00,3,17,1,5.5556
4,2026-08-03,21:00,3,18,0,0.0
4,2026-08-03,21:00,3,19,0,0.0
4,2026-08-03,21:00,3,20,0,0.0
4,2026-08-03,21:00,3,21,0,0.0
4,2026-08-03,21:00,3,22,0,0.0
4,2026-08-03,21:00,3,23,1,5.5556
4,2026-08-03,21:00,3,24,0,0.0
4,2026-08-03,21:00,3,25,0,0.0
4,2026-08-03,21:00,3,26,0,0.0
4,2026-08-03,21:00,3,27,0,0.0
4,2026-08-03,21:00,3,28,1,5.5556
4,2026-08-03,21:00,3,29,0,0.0
4,2026-08-03,21:00,3,30,0,0.0
4,2026-08-03,21:00,3,31,0,0.0
4,2026-08-03,21:00,3,32,0,0.0
4,2026-08-03,21:00,3,33,1,5.5556
4,2026-08-03,21:00,3,34,1,5.5556
4,2026-08-03,21:00,3,35,0,0.0
4,2026-08-03,21:00,3,36,0,0.0
4,2026-08-03,21:00,3,37,0,0.0
4,2026-08-03,21:00,3,38,1,5.5556
4,2026-08-03,21:00,3,39,0,0.0
4,2026-08-03,21:00,3,40,0,0.0
4,2026-08-03,21:00,3,41,0,0.0
4,2026-08-03,21:00,3,42,0,0.0
4,2026-08-03,21:00,3,43,0,0.0
4,2026-08-03,21:00,3,44,2,11.1111
4,2026-08-03,21:00,3,45,0,0.0
4,2026-08-03,21:00,3,46,1,5.5556
4,2026-08-03,21:00,3,47,0,0.0
4,2026-08-03,21:00,3,48,1,5.5556
4,2026-08-03,21:00,3,49,1,5.5556
4,2026-08-03,21:00,3,50,0,0.0
4,2026-08-03,21:00,3,51,0,0.0
4,2026-08-03,21:00,3,52,0,0.0
4,2026-08-03,21:00,3,53,1,5.5556
4,2026-08-03,21:00,3,54,1,5.5556
4,2026-08-03,21:00,3,55,0,0.0
5,2026-08-05,21:00,3,01,0,0.0
5,2026-08-05,21:00,3,02,1,5.5556
5,2026-08-05,21:00,3,03,0,0.0
5,2026-08-05,21:00,3,04,0,0.0
5,2026-08-05,21:00,3,05,1,5.5556
5,2026-08-05,21:00,3,06,0,0.0
5,2026-08-05,21:00,3,07,0,0.0
5,2026-08-05,21:00,3,08,0,0.0
5,2026-08-05,21:00,3,09,0,0.0
5,2026-08-05,21:00,3,10,0,0.0
5,2026-08-05,21:00,3,11,0,0.0
5,2026-08-05,21:00,3,12,0,0.0
5,2026-08-05,21:00,3,13,0,0.0
5,2026-08-05,21:00,3,14,0,0.0
5,2026-08-05,21:00,3,15,0,0.0
5,2026-08-05,21:00,3,16,0,0.0
5,2026-08-05,21:00,3,17,1,5.5556
5,2026-08-05,21:00,3,18,0,0.0
5,2026-08-05,21:00,3,19,0,0.0
5,2026-08-05,21:00,3,20,1,5.5556
5,2026-08-05,21:00,3,21,0,0.0
5,2026-08-05,21:00,3,22,0,0.0
5,2026-08-05,21:00,3,23,0,0.0
5,2026-08-05,21:00,3,24,0,0.0
5,2026-08-05,21:00,3,25,0,0.0
5,2026-08-05,21:00,3,26,1,5.5556
5,2026-08-05,21:00,3,27,0,0.0
5,2026-08-05,21:00,3,28,1,5.5556
5,2026-08-05,21:00,3,29,0,0.0
5,2026-08-05,21:00,3,30,0,0.0
5,2026-08-05,21:00,3,31,0,0.0
5,2026-08-05,21:00,3,32,0,0.0
5,2026-08-05,21:00,3,33,0,0.0
5,2026-08-05,21:00,3,34,1,5.5556
5,2026-08-05,21:00,3,35,0,0.0
5,2026-08-05,21:00,3,36,0,0.0
5,2026-08-05,21:00,3,37,0,0.0
5,2026-08-05,21:00,3,38,1,5.5556
5,2026-08-05,21:00,3,39,1,5.5556
5,2026-08-05,21:00,3,40,1,5.5556
5,2026-08-05,21:00,3,41,1,5.5556
5,2026-08-05,21:00,3,42,1,5.5556
5,2026-08-05,21:00,3,43,0,0.0
5,2026-08-05,21:00,3,44,2,11.1111
5,2026-08-05,21:00,3,45,0,0.0
5,2026-08-05,21:00,3,46,0,0.0
5,2026-08-05,21:00,3,47,0,0.0
5,2026-08-05,21:00,3,48,1,5.5556
5,2026-08-05,21:00,3,49,1,5.5556
5,2026-08-05,21:00,3,50,0,0.0
5,2026-08-05,21:00,3,51,0,0.0
5,2026-08-05,21:00,3,52,0,0.0
5,2026-08-05,21:00,3,53,1,5.5556
5,2026-08-05,21:00,3,54,1,5.5556
5,2026-08-05,21:00,3,55,0,0.0
