draw_index,draw_date,draw_time,window_size,number,count,appearance_share_pct
3,2026-07-30,21:00,3,0,1,5.5556
3,2026-07-30,21:00,3,1,2,11.1111
3,2026-07-30,21:00,3,2,2,11.1111
3,2026-07-30,21:00,3,3,1,5.5556
3,2026-07-30,21:00,3,4,1,5.5556
3,2026-07-30,21:00,3,5,2,11.1111
3,2026-07-30,21:00,3,6,3,16.6667
3,2026-07-30,21:00,3,7,2,11.1111
3,2026-07-30,21:00,3,8,2,11.1111
3,2026-07-30,21:00,3,9,2,11.1111
4,2026-08-01,21:00,3,0,2,11.1111
4,2026-08-01,21:00,3,1,1,5.5556
4,2026-08-01,21:00,3,2,1,5.5556
4,2026-08-01,21:00,3,3,1,5.5556
4,2026-08-01,21:00,3,4,1,5.5556
4,2026-08-01,21:00,3,5,3,16.6667
4,2026-08-01,21:00,3,6,2,11.1111
4,2026-08-01,21:00,3,7,2,11.1111
4,2026-08-01,21:00,3,8,1,5.5556
4,2026-08-01,21:00,3,9,4,22.2222
5,2026-08-04,21:00,3,0,4,22.2222
5,2026-08-04,21:00,3,1,1,5.5556
5,2026-08-04,21:00,3,2,0,0.0
5,2026-08-04,21:00,3,3,1,5.5556
5,2026-08-04,21:00,3,4,1,5.5556
5,2026-08-04,21:00,3,5,3,16.6667
5,2026-08-04,21:00,3,6,2,11.1111
5,2026-08-04,21:00,3,7,2,11.1111
5,2026-08-04,21:00,3,8,0,0.0
5,2026-08-04,21:00,3,9,4,22.2222
