pair_or_transition,first,second,count,occurrence_count,draw_support_count,draw_support_pct
0>6,0,6,1,1,1,20.0
2>4,2,4,1,1,1,20.0
2>8,2,8,1,1,1,20.0
3>8,3,8,1,1,1,20.0
4>6,4,6,1,1,1,20.0
5>6,5,6,1,1,1,20.0
6>2,6,2,1,1,1,20.0
7>2,7,2,1,1,1,20.0
8>0,8,0,1,1,1,20.0
8>2,8,2,1,1,1,20.0
