draw_index,draw_date,draw_time,position,number
1,2026-08-04,17:00,1,2
1,2026-08-04,17:00,2,4
1,2026-08-04,17:00,3,6
2,2026-08-04,21:00,1,3
2,2026-08-04,21:00,2,8
2,2026-08-04,21:00,3,2
3,2026-08-05,14:00,1,8
3,2026-08-05,14:00,2,0
3,2026-08-05,14:00,3,6
4,2026-08-05,17:00,1,5
4,2026-08-05,17:00,2,6
4,2026-08-05,17:00,3,2
5,2026-08-05,21:00,1,7
5,2026-08-05,21:00,2,2
5,2026-08-05,21:00,3,8
