draw_index,draw_date,draw_time,window_size,number,count,appearance_share_pct
3,2026-08-05,14:00,3,0,1,11.1111
3,2026-08-05,14:00,3,1,0,0.0
3,2026-08-05,14:00,3,2,2,22.2222
3,2026-08-05,14:00,3,3,1,11.1111
3,2026-08-05,14:00,3,4,1,11.1111
3,2026-08-05,14:00,3,5,0,0.0
3,2026-08-05,14:00,3,6,2,22.2222
3,2026-08-05,14:00,3,7,0,0.0
3,2026-08-05,14:00,3,8,2,22.2222
3,2026-08-05,14:00,3,9,0,0.0
4,2026-08-05,17:00,3,0,1,11.1111
4,2026-08-05,17:00,3,1,0,0.0
4,2026-08-05,17:00,3,2,2,22.2222
4,2026-08-05,17:00,3,3,1,11.1111
4,2026-08-05,17:00,3,4,0,0.0
4,2026-08-05,17:00,3,5,1,11.1111
4,2026-08-05,17:00,3,6,2,22.2222
4,2026-08-05,17:00,3,7,0,0.0
4,2026-08-05,17:00,3,8,2,22.2222
4,2026-08-05,17:00,3,9,0,0.0
5,2026-08-05,21:00,3,0,1,11.1111
5,2026-08-05,21:00,3,1,0,0.0
5,2026-08-05,21:00,3,2,2,22.2222
5,2026-08-05,21:00,3,3,0,0.0
5,2026-08-05,21:00,3,4,0,0.0
5,2026-08-05,21:00,3,5,1,11.1111
5,2026-08-05,21:00,3,6,2,22.2222
5,2026-08-05,21:00,3,7,1,11.1111
5,2026-08-05,21:00,3,8,2,22.2222
5,2026-08-05,21:00,3,9,0,0.0
