signature,draw_count,observed_pct
E-E-O,334,13.4298
O-O-E,324,13.0277
E-E-E,317,12.7463
E-O-E,317,12.7463
O-O-O,314,12.6257
O-E-E,310,12.4648
E-O-O,298,11.9823
O-E-O,273,10.9771
