draw_index,draw_date,draw_time,window_size,number,count,appearance_share_pct
3,2026-08-05,14:00,3,01,0,0.0
3,2026-08-05,14:00,3,02,0,0.0
3,2026-08-05,14:00,3,03,0,0.0
3,2026-08-05,14:00,3,04,0,0.0
3,2026-08-05,14:00,3,05,0,0.0
3,2026-08-05,14:00,3,06,0,0.0
3,2026-08-05,14:00,3,07,0,0.0
3,2026-08-05,14:00,3,08,0,0.0
3,2026-08-05,14:00,3,09,0,0.0
3,2026-08-05,14:00,3,10,1,16.6667
3,2026-08-05,14:00,3,11,0,0.0
3,2026-08-05,14:00,3,12,0,0.0
3,2026-08-05,14:00,3,13,0,0.0
3,2026-08-05,14:00,3,14,0,0.0
3,2026-08-05,14:00,3,15,0,0.0
3,2026-08-05,14:00,3,16,0,0.0
3,2026-08-05,14:00,3,17,1,16.6667
3,2026-08-05,14:00,3,18,0,0.0
3,2026-08-05,14:00,3,19,1,16.6667
3,2026-08-05,14:00,3,20,1,16.6667
3,2026-08-05,14:00,3,21,0,0.0
3,2026-08-05,14:00,3,22,0,0.0
3,2026-08-05,14:00,3,23,1,16.6667
3,2026-08-05,14:00,3,24,0,0.0
3,2026-08-05,14:00,3,25,0,0.0
3,2026-08-05,14:00,3,26,0,0.0
3,2026-08-05,14:00,3,27,0,0.0
3,2026-08-05,14:00,3,28,1,16.6667
3,2026-08-05,14:00,3,29,0,0.0
3,2026-08-05,14:00,3,30,0,0.0
3,2026-08-05,14:00,3,31,0,0.0
4,2026-08-05,17:00,3,01,0,0.0
4,2026-08-05,17:00,3,02,0,0.0
4,2026-08-05,17:00,3,03,0,0.0
4,2026-08-05,17:00,3,04,0,0.0
4,2026-08-05,17:00,3,05,0,0.0
4,2026-08-05,17:00,3,06,0,0.0
4,2026-08-05,17:00,3,07,0,0.0
4,2026-08-05,17:00,3,08,0,0.0
4,2026-08-05,17:00,3,09,0,0.0
4,2026-08-05,17:00,3,10,0,0.0
4,2026-08-05,17:00,3,11,0,0.0
4,2026-08-05,17:00,3,12,0,0.0
4,2026-08-05,17:00,3,13,1,16.6667
4,2026-08-05,17:00,3,14,0,0.0
4,2026-08-05,17:00,3,15,0,0.0
4,2026-08-05,17:00,3,16,0,0.0
4,2026-08-05,17:00,3,17,1,16.6667
4,2026-08-05,17:00,3,18,1,16.6667
4,2026-08-05,17:00,3,19,1,16.6667
4,2026-08-05,17:00,3,20,1,16.6667
4,2026-08-05,17:00,3,21,0,0.0
4,2026-08-05,17:00,3,22,0,0.0
4,2026-08-05,17:00,3,23,1,16.6667
4,2026-08-05,17:00,3,24,0,0.0
4,2026-08-05,17:00,3,25,0,0.0
4,2026-08-05,17:00,3,26,0,0.0
4,2026-08-05,17:00,3,27,0,0.0
4,2026-08-05,17:00,3,28,0,0.0
4,2026-08-05,17:00,3,29,0,0.0
4,2026-08-05,17:00,3,30,0,0.0
4,2026-08-05,17:00,3,31,0,0.0
5,2026-08-05,21:00,3,01,0,0.0
5,2026-08-05,21:00,3,02,1,16.6667
5,2026-08-05,21:00,3,03,0,0.0
5,2026-08-05,21:00,3,04,0,0.0
5,2026-08-05,21:00,3,05,0,0.0
5,2026-08-05,21:00,3,06,0,0.0
5,2026-08-05,21:00,3,07,0,0.0
5,2026-08-05,21:00,3,08,0,0.0
5,2026-08-05,21:00,3,09,0,0.0
5,2026-08-05,21:00,3,10,0,0.0
5,2026-08-05,21:00,3,11,0,0.0
5,2026-08-05,21:00,3,12,0,0.0
5,2026-08-05,21:00,3,13,1,16.6667
5,2026-08-05,21:00,3,14,0,0.0
5,2026-08-05,21:00,3,15,0,0.0
5,2026-08-05,21:00,3,16,0,0.0
5,2026-08-05,21:00,3,17,0,0.0
5,2026-08-05,21:00,3,18,1,16.6667
5,2026-08-05,21:00,3,19,0,0.0
5,2026-08-05,21:00,3,20,1,16.6667
5,2026-08-05,21:00,3,21,1,16.6667
5,2026-08-05,21:00,3,22,0,0.0
5,2026-08-05,21:00,3,23,1,16.6667
5,2026-08-05,21:00,3,24,0,0.0
5,2026-08-05,21:00,3,25,0,0.0
5,2026-08-05,21:00,3,26,0,0.0
5,2026-08-05,21:00,3,27,0,0.0
5,2026-08-05,21:00,3,28,0,0.0
5,2026-08-05,21:00,3,29,0,0.0
5,2026-08-05,21:00,3,30,0,0.0
5,2026-08-05,21:00,3,31,0,0.0
