number,numeric_value,appearance_count,appearance_share_pct,draw_hit_count,draw_hit_rate_pct,expected_count,difference_from_expected,z_score,seen_in_selected_sample,draws_since_last,draws_since_last_in_sample,mean_gap_draws,median_gap_draws,maximum_gap_draws,last_seen,frequency_rank,temperature
01,1,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,11,Sample cold
02,2,1,10.0,1,20.0,0.323,0.677,1.212,True,0,0,,,,2026-08-05,1,Sample hot
03,3,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,12,Sample cold
04,4,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,13,Sample cold
05,5,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,14,Sample cold
06,6,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,15,Sample cold
07,7,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,16,Sample cold
08,8,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,17,Sample cold
09,9,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,18,Sample cold
10,10,1,10.0,1,20.0,0.323,0.677,1.212,True,4,4,,,,2026-08-04,2,Sample hot
11,11,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,19,Sample cold
12,12,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,20,Sample cold
13,13,1,10.0,1,20.0,0.323,0.677,1.212,True,1,1,,,,2026-08-05,3,Sample hot
14,14,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,21,Sample cold
15,15,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,22,Sample cold
16,16,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,23,Sample cold
17,17,1,10.0,1,20.0,0.323,0.677,1.212,True,3,3,,,,2026-08-04,4,Sample hot
18,18,1,10.0,1,20.0,0.323,0.677,1.212,True,1,1,,,,2026-08-05,5,Sample hot
19,19,1,10.0,1,20.0,0.323,0.677,1.212,True,3,3,,,,2026-08-04,6,Sample hot
20,20,1,10.0,1,20.0,0.323,0.677,1.212,True,2,2,,,,2026-08-05,7,Sample hot
21,21,1,10.0,1,20.0,0.323,0.677,1.212,True,0,0,,,,2026-08-05,8,Sample hot
22,22,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,24,Sample cold
23,23,1,10.0,1,20.0,0.323,0.677,1.212,True,2,2,,,,2026-08-05,9,Sample hot
24,24,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,25,Sample cold
25,25,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,26,Sample cold
26,26,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,27,Sample cold
27,27,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,28,Sample cold
28,28,1,10.0,1,20.0,0.323,0.677,1.212,True,4,4,,,,2026-08-04,10,Sample hot
29,29,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,29,Sample cold
30,30,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,30,Sample cold
31,31,0,0.0,0,0.0,0.323,-0.323,-0.577,False,,,,,,,31,Sample cold
