game_code,game,numbers,combination,draw_date,draw_time,jackpot,winners,source,source_id
ML45,Megalotto 6/45,"[""02"", ""09"", ""40"", ""24"", ""04"", ""11""]",02-09-40-24-04-11,2024-08-26,21:00,0,0,lottomatik,ML458544799
2DL-2PM,2D Lotto 2PM,"[""11"", ""02""]",11-02,2024-08-27,14:00,0,0,lottomatik,2DL8560701
3DL-2PM,3D Lotto 2PM,"[""1"", ""1"", ""0""]",1-1-0,2024-08-27,14:00,0,0,lottomatik,3DL8560702
2DL-5PM,2D Lotto 5PM,"[""01"", ""12""]",01-12,2024-08-27,17:00,0,0,lottomatik,2DL8560703
3DL-5PM,3D Lotto 5PM,"[""5"", ""4"", ""3""]",5-4-3,2024-08-27,17:00,0,0,lottomatik,3DL8560704
2DL-9PM,2D Lotto 9PM,"[""01"", ""18""]",01-18,2024-08-27,21:00,0,0,lottomatik,2DL8561771
3DL-9PM,3D Lotto 9PM,"[""3"", ""7"", ""5""]",3-7-5,2024-08-27,21:00,0,0,lottomatik,3DL8561770
6DL,6D Lotto,"[""0"", ""1"", ""5"", ""4"", ""4"", ""8""]",0-1-5-4-4-8,2024-08-27,21:00,0,0,lottomatik,6DL8561769
LOTTO42,Lotto 6/42,"[""09"", ""03"", ""31"", ""12"", ""41"", ""23""]",09-03-31-12-41-23,2024-08-27,21:00,0,0,lottomatik,LOTTO428560705
SL49,Superlotto 6/49,"[""43"", ""42"", ""45"", ""33"", ""25"", ""46""]",43-42-45-33-25-46,2024-08-27,21:00,0,0,lottomatik,SL498560706
UL58,Ultra Lotto 6/58,"[""40"", ""53"", ""24"", ""45"", ""50"", ""10""]",40-53-24-45-50-10,2024-08-27,21:00,0,0,lottomatik,UL588561768
2DL-2PM,2D Lotto 2PM,"[""28"", ""10""]",28-10,2024-08-28,14:00,0,0,lottomatik,2DL8578908
3DL-2PM,3D Lotto 2PM,"[""5"", ""6"", ""0""]",5-6-0,2024-08-28,14:00,0,0,lottomatik,3DL8578909
2DL-5PM,2D Lotto 5PM,"[""11"", ""16""]",11-16,2024-08-28,17:00,0,0,lottomatik,2DL8578910
3DL-5PM,3D Lotto 5PM,"[""9"", ""6"", ""3""]",9-6-3,2024-08-28,17:00,0,0,lottomatik,3DL8578911
2DL-9PM,2D Lotto 9PM,"[""02"", ""16""]",02-16,2024-08-28,21:00,0,0,lottomatik,2DL8578916
3DL-9PM,3D Lotto 9PM,"[""9"", ""0"", ""1""]",9-0-1,2024-08-28,21:00,0,0,lottomatik,3DL8578915
4DL,4D Lotto,"[""1"", ""1"", ""5"", ""0""]",1-1-5-0,2024-08-28,21:00,0,0,lottomatik,4DL8578914
GL55,Grand Lotto 6/55,"[""33"", ""21"", ""37"", ""40"", ""49"", ""50""]",33-21-37-40-49-50,2024-08-28,21:00,0,0,lottomatik,GL558578913
ML45,Megalotto 6/45,"[""01"", ""12"", ""08"", ""45"", ""24"", ""38""]",01-12-08-45-24-38,2024-08-28,21:00,0,0,lottomatik,ML458578912
2DL-2PM,2D Lotto 2PM,"[""03"", ""18""]",03-18,2024-08-29,14:00,0,0,lottomatik,2DL8578917
3DL-2PM,3D Lotto 2PM,"[""2"", ""4"", ""2""]",2-4-2,2024-08-29,14:00,0,0,lottomatik,3DL8578918
2DL-5PM,2D Lotto 5PM,"[""05"", ""15""]",05-15,2024-08-29,17:00,0,0,lottomatik,2DL8578920
3DL-5PM,3D Lotto 5PM,"[""4"", ""4"", ""4""]",4-4-4,2024-08-29,17:00,0,0,lottomatik,3DL8578919
2DL-9PM,2D Lotto 9PM,"[""10"", ""25""]",10-25,2024-08-29,21:00,0,0,lottomatik,2DL8578925
3DL-9PM,3D Lotto 9PM,"[""7"", ""5"", ""7""]",7-5-7,2024-08-29,21:00,0,0,lottomatik,3DL8578924
6DL,6D Lotto,"[""7"", ""7"", ""4"", ""2"", ""5"", ""4""]",7-7-4-2-5-4,2024-08-29,21:00,0,0,lottomatik,6DL8578923
LOTTO42,Lotto 6/42,"[""28"", ""21"", ""36"", ""09"", ""04"", ""17""]",28-21-36-09-04-17,2024-08-29,21:00,0,0,lottomatik,LOTTO428578922
SL49,Superlotto 6/49,"[""03"", ""09"", ""10"", ""44"", ""01"", ""32""]",03-09-10-44-01-32,2024-08-29,21:00,0,0,lottomatik,SL498578921
2DL-2PM,2D Lotto 2PM,"[""14"", ""01""]",14-01,2024-08-30,14:00,0,0,lottomatik,2DL8581537
3DL-2PM,3D Lotto 2PM,"[""0"", ""1"", ""4""]",0-1-4,2024-08-30,14:00,0,0,lottomatik,3DL8581538
2DL-5PM,2D Lotto 5PM,"[""28"", ""09""]",28-09,2024-08-30,17:00,0,0,lottomatik,2DL8581539
3DL-5PM,3D Lotto 5PM,"[""7"", ""3"", ""7""]",7-3-7,2024-08-30,17:00,0,0,lottomatik,3DL8581540
2DL-9PM,2D Lotto 9PM,"[""04"", ""16""]",04-16,2024-08-30,21:00,0,0,lottomatik,2DL8581545
3DL-9PM,3D Lotto 9PM,"[""1"", ""2"", ""6""]",1-2-6,2024-08-30,21:00,0,0,lottomatik,3DL8581544
4DL,4D Lotto,"[""3"", ""8"", ""2"", ""0""]",3-8-2-0,2024-08-30,21:00,0,0,lottomatik,4DL8581543
ML45,Megalotto 6/45,"[""34"", ""23"", ""01"", ""32"", ""40"", ""04""]",34-23-01-32-40-04,2024-08-30,21:00,0,0,lottomatik,ML458581541
UL58,Ultra Lotto 6/58,"[""41"", ""44"", ""52"", ""08"", ""03"", ""40""]",41-44-52-08-03-40,2024-08-30,21:00,0,0,lottomatik,UL588581542
2DL-2PM,2D Lotto 2PM,"[""15"", ""29""]",15-29,2024-08-31,14:00,0,0,lottomatik,2DL8582888
3DL-2PM,3D Lotto 2PM,"[""8"", ""6"", ""2""]",8-6-2,2024-08-31,14:00,0,0,lottomatik,3DL8582889
2DL-5PM,2D Lotto 5PM,"[""25"", ""29""]",25-29,2024-08-31,17:00,0,0,lottomatik,2DL8582890
3DL-5PM,3D Lotto 5PM,"[""1"", ""6"", ""0""]",1-6-0,2024-08-31,17:00,0,0,lottomatik,3DL8582891
2DL-9PM,2D Lotto 9PM,"[""15"", ""29""]",15-29,2024-08-31,21:00,0,0,lottomatik,2DL8583166
3DL-9PM,3D Lotto 9PM,"[""9"", ""6"", ""8""]",9-6-8,2024-08-31,21:00,0,0,lottomatik,3DL8583165
6DL,6D Lotto,"[""3"", ""7"", ""2"", ""7"", ""4"", ""5""]",3-7-2-7-4-5,2024-08-31,21:00,0,0,lottomatik,6DL8583164
GL55,Grand Lotto 6/55,"[""03"", ""51"", ""01"", ""11"", ""16"", ""10""]",03-51-01-11-16-10,2024-08-31,21:00,0,0,lottomatik,GL558583163
LOTTO42,Lotto 6/42,"[""27"", ""22"", ""24"", ""08"", ""28"", ""09""]",27-22-24-08-28-09,2024-08-31,21:00,0,0,lottomatik,LOTTO428583162
2DL-2PM,2D Lotto 2PM,"[""02"", ""08""]",02-08,2024-09-01,14:00,0,0,lottomatik,2DL8584562
3DL-2PM,3D Lotto 2PM,"[""8"", ""4"", ""1""]",8-4-1,2024-09-01,14:00,0,0,lottomatik,3DL8584563
2DL-5PM,2D Lotto 5PM,"[""04"", ""11""]",04-11,2024-09-01,17:00,0,0,lottomatik,2DL8584564
3DL-5PM,3D Lotto 5PM,"[""0"", ""6"", ""6""]",0-6-6,2024-09-01,17:00,0,0,lottomatik,3DL8584565
2DL-9PM,2D Lotto 9PM,"[""28"", ""20""]",28-20,2024-09-01,21:00,0,0,lottomatik,2DL8584569
3DL-9PM,3D Lotto 9PM,"[""7"", ""5"", ""8""]",7-5-8,2024-09-01,21:00,0,0,lottomatik,3DL8584568
SL49,Superlotto 6/49,"[""20"", ""44"", ""28"", ""04"", ""16"", ""48""]",20-44-28-04-16-48,2024-09-01,21:00,0,0,lottomatik,SL498584566
UL58,Ultra Lotto 6/58,"[""06"", ""56"", ""41"", ""33"", ""35"", ""17""]",06-56-41-33-35-17,2024-09-01,21:00,0,0,lottomatik,UL588584567
2DL-2PM,2D Lotto 2PM,"[""17"", ""15""]",17-15,2024-09-02,14:00,0,0,lottomatik,2DL8588588
3DL-2PM,3D Lotto 2PM,"[""3"", ""0"", ""4""]",3-0-4,2024-09-02,14:00,0,0,lottomatik,3DL8588589
2DL-5PM,2D Lotto 5PM,"[""27"", ""02""]",27-02,2024-09-02,17:00,0,0,lottomatik,2DL8588590
3DL-5PM,3D Lotto 5PM,"[""7"", ""4"", ""9""]",7-4-9,2024-09-02,17:00,0,0,lottomatik,3DL8588591
2DL-9PM,2D Lotto 9PM,"[""21"", ""16""]",21-16,2024-09-02,21:00,0,0,lottomatik,2DL8588596
3DL-9PM,3D Lotto 9PM,"[""6"", ""7"", ""1""]",6-7-1,2024-09-02,21:00,0,0,lottomatik,3DL8588595
4DL,4D Lotto,"[""9"", ""8"", ""5"", ""8""]",9-8-5-8,2024-09-02,21:00,0,0,lottomatik,4DL8588594
GL55,Grand Lotto 6/55,"[""08"", ""50"", ""44"", ""40"", ""07"", ""13""]",08-50-44-40-07-13,2024-09-02,21:00,0,0,lottomatik,GL558588593
ML45,Megalotto 6/45,"[""30"", ""17"", ""36"", ""16"", ""25"", ""39""]",30-17-36-16-25-39,2024-09-02,21:00,0,0,lottomatik,ML458588592
2DL-2PM,2D Lotto 2PM,"[""26"", ""04""]",26-04,2024-09-03,14:00,0,0,lottomatik,2DL8592427
3DL-2PM,3D Lotto 2PM,"[""3"", ""8"", ""9""]",3-8-9,2024-09-03,14:00,0,0,lottomatik,3DL8592428
2DL-5PM,2D Lotto 5PM,"[""28"", ""14""]",28-14,2024-09-03,17:00,0,0,lottomatik,2DL8592429
3DL-5PM,3D Lotto 5PM,"[""0"", ""1"", ""9""]",0-1-9,2024-09-03,17:00,0,0,lottomatik,3DL8592430
2DL-9PM,2D Lotto 9PM,"[""22"", ""23""]",22-23,2024-09-03,21:00,0,0,lottomatik,2DL8592732
3DL-9PM,3D Lotto 9PM,"[""1"", ""9"", ""1""]",1-9-1,2024-09-03,21:00,0,0,lottomatik,3DL8592731
6DL,6D Lotto,"[""7"", ""0"", ""9"", ""7"", ""0"", ""5""]",7-0-9-7-0-5,2024-09-03,21:00,0,0,lottomatik,6DL8592730
LOTTO42,Lotto 6/42,"[""11"", ""27"", ""37"", ""20"", ""39"", ""19""]",11-27-37-20-39-19,2024-09-03,21:00,0,0,lottomatik,LOTTO428592727
SL49,Superlotto 6/49,"[""11"", ""13"", ""20"", ""44"", ""01"", ""18""]",11-13-20-44-01-18,2024-09-03,21:00,0,0,lottomatik,SL498592728
UL58,Ultra Lotto 6/58,"[""03"", ""15"", ""38"", ""34"", ""04"", ""10""]",03-15-38-34-04-10,2024-09-03,21:00,0,0,lottomatik,UL588592729
2DL-2PM,2D Lotto 2PM,"[""18"", ""04""]",18-04,2024-09-04,14:00,0,0,lottomatik,2DL8597619
3DL-2PM,3D Lotto 2PM,"[""2"", ""4"", ""2""]",2-4-2,2024-09-04,14:00,0,0,lottomatik,3DL8597620
2DL-5PM,2D Lotto 5PM,"[""21"", ""13""]",21-13,2024-09-04,17:00,0,0,lottomatik,2DL8597621
3DL-5PM,3D Lotto 5PM,"[""0"", ""8"", ""5""]",0-8-5,2024-09-04,17:00,0,0,lottomatik,3DL8597622
2DL-9PM,2D Lotto 9PM,"[""02"", ""22""]",02-22,2024-09-04,21:00,0,0,lottomatik,2DL8597627
3DL-9PM,3D Lotto 9PM,"[""0"", ""1"", ""7""]",0-1-7,2024-09-04,21:00,0,0,lottomatik,3DL8597626
4DL,4D Lotto,"[""0"", ""8"", ""0"", ""2""]",0-8-0-2,2024-09-04,21:00,0,0,lottomatik,4DL8597625
GL55,Grand Lotto 6/55,"[""32"", ""45"", ""07"", ""22"", ""17"", ""03""]",32-45-07-22-17-03,2024-09-04,21:00,0,0,lottomatik,GL558597624
ML45,Megalotto 6/45,"[""33"", ""42"", ""28"", ""16"", ""43"", ""20""]",33-42-28-16-43-20,2024-09-04,21:00,0,0,lottomatik,ML458597623
2DL-2PM,2D Lotto 2PM,"[""28"", ""18""]",28-18,2024-09-05,14:00,0,0,lottomatik,2DL8600779
3DL-2PM,3D Lotto 2PM,"[""4"", ""9"", ""4""]",4-9-4,2024-09-05,14:00,0,0,lottomatik,3DL8600780
2DL-5PM,2D Lotto 5PM,"[""19"", ""07""]",19-07,2024-09-05,17:00,0,0,lottomatik,2DL8600781
3DL-5PM,3D Lotto 5PM,"[""9"", ""3"", ""6""]",9-3-6,2024-09-05,17:00,0,0,lottomatik,3DL8600782
2DL-9PM,2D Lotto 9PM,"[""22"", ""29""]",22-29,2024-09-05,21:00,0,0,lottomatik,2DL8601102
3DL-9PM,3D Lotto 9PM,"[""7"", ""5"", ""1""]",7-5-1,2024-09-05,21:00,0,0,lottomatik,3DL8601101
6DL,6D Lotto,"[""6"", ""3"", ""5"", ""6"", ""8"", ""2""]",6-3-5-6-8-2,2024-09-05,21:00,0,0,lottomatik,6DL8601100
LOTTO42,Lotto 6/42,"[""13"", ""11"", ""30"", ""23"", ""21"", ""07""]",13-11-30-23-21-07,2024-09-05,21:00,0,0,lottomatik,LOTTO428601098
SL49,Superlotto 6/49,"[""28"", ""49"", ""44"", ""42"", ""09"", ""12""]",28-49-44-42-09-12,2024-09-05,21:00,0,0,lottomatik,SL498601099
2DL-2PM,2D Lotto 2PM,"[""22"", ""26""]",22-26,2024-09-06,14:00,0,0,lottomatik,2DL8606287
3DL-2PM,3D Lotto 2PM,"[""4"", ""9"", ""2""]",4-9-2,2024-09-06,14:00,0,0,lottomatik,3DL8606288
2DL-5PM,2D Lotto 5PM,"[""08"", ""03""]",08-03,2024-09-06,17:00,0,0,lottomatik,2DL8606289
3DL-5PM,3D Lotto 5PM,"[""5"", ""3"", ""4""]",5-3-4,2024-09-06,17:00,0,0,lottomatik,3DL8606290
2DL-9PM,2D Lotto 9PM,"[""12"", ""31""]",12-31,2024-09-06,21:00,0,0,lottomatik,2DL8606943
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""1""]",9-1-1,2024-09-06,21:00,0,0,lottomatik,3DL8606942
4DL,4D Lotto,"[""7"", ""4"", ""5"", ""0""]",7-4-5-0,2024-09-06,21:00,0,0,lottomatik,4DL8606941
ML45,Megalotto 6/45,"[""44"", ""04"", ""27"", ""25"", ""15"", ""38""]",44-04-27-25-15-38,2024-09-06,21:00,0,0,lottomatik,ML458606615
UL58,Ultra Lotto 6/58,"[""53"", ""45"", ""18"", ""41"", ""40"", ""13""]",53-45-18-41-40-13,2024-09-06,21:00,0,0,lottomatik,UL588606616
2DL-2PM,2D Lotto 2PM,"[""20"", ""03""]",20-03,2024-09-07,14:00,0,0,lottomatik,2DL8612263
3DL-2PM,3D Lotto 2PM,"[""7"", ""8"", ""4""]",7-8-4,2024-09-07,14:00,0,0,lottomatik,3DL8612264
2DL-5PM,2D Lotto 5PM,"[""29"", ""01""]",29-01,2024-09-07,17:00,0,0,lottomatik,2DL8612265
3DL-5PM,3D Lotto 5PM,"[""5"", ""3"", ""7""]",5-3-7,2024-09-07,17:00,0,0,lottomatik,3DL8612266
2DL-9PM,2D Lotto 9PM,"[""01"", ""19""]",01-19,2024-09-07,21:00,0,0,lottomatik,2DL8612271
3DL-9PM,3D Lotto 9PM,"[""6"", ""5"", ""5""]",6-5-5,2024-09-07,21:00,0,0,lottomatik,3DL8612270
6DL,6D Lotto,"[""1"", ""2"", ""9"", ""2"", ""5"", ""9""]",1-2-9-2-5-9,2024-09-07,21:00,0,0,lottomatik,6DL8612269
GL55,Grand Lotto 6/55,"[""31"", ""03"", ""17"", ""47"", ""24"", ""20""]",31-03-17-47-24-20,2024-09-07,21:00,0,0,lottomatik,GL558612268
LOTTO42,Lotto 6/42,"[""36"", ""29"", ""10"", ""40"", ""30"", ""05""]",36-29-10-40-30-05,2024-09-07,21:00,0,0,lottomatik,LOTTO428612267
2DL-2PM,2D Lotto 2PM,"[""18"", ""25""]",18-25,2024-09-08,14:00,0,0,lottomatik,2DL8616034
3DL-2PM,3D Lotto 2PM,"[""6"", ""4"", ""1""]",6-4-1,2024-09-08,14:00,0,0,lottomatik,3DL8616035
2DL-5PM,2D Lotto 5PM,"[""05"", ""01""]",05-01,2024-09-08,17:00,0,0,lottomatik,2DL8616036
3DL-5PM,3D Lotto 5PM,"[""5"", ""1"", ""0""]",5-1-0,2024-09-08,17:00,0,0,lottomatik,3DL8616037
2DL-9PM,2D Lotto 9PM,"[""03"", ""24""]",03-24,2024-09-08,21:00,0,0,lottomatik,2DL8616383
3DL-9PM,3D Lotto 9PM,"[""5"", ""4"", ""5""]",5-4-5,2024-09-08,21:00,0,0,lottomatik,3DL8616382
SL49,Superlotto 6/49,"[""07"", ""38"", ""43"", ""03"", ""49"", ""35""]",07-38-43-03-49-35,2024-09-08,21:00,0,0,lottomatik,SL498616380
UL58,Ultra Lotto 6/58,"[""24"", ""55"", ""30"", ""19"", ""40"", ""10""]",24-55-30-19-40-10,2024-09-08,21:00,0,0,lottomatik,UL588616381
2DL-2PM,2D Lotto 2PM,"[""03"", ""30""]",03-30,2024-09-09,14:00,0,0,lottomatik,2DL8620576
3DL-2PM,3D Lotto 2PM,"[""1"", ""8"", ""5""]",1-8-5,2024-09-09,14:00,0,0,lottomatik,3DL8620577
2DL-5PM,2D Lotto 5PM,"[""29"", ""24""]",29-24,2024-09-09,17:00,0,0,lottomatik,2DL8620578
3DL-5PM,3D Lotto 5PM,"[""5"", ""6"", ""6""]",5-6-6,2024-09-09,17:00,0,0,lottomatik,3DL8620579
2DL-9PM,2D Lotto 9PM,"[""01"", ""19""]",01-19,2024-09-09,21:00,0,0,lottomatik,2DL8620934
3DL-9PM,3D Lotto 9PM,"[""9"", ""3"", ""3""]",9-3-3,2024-09-09,21:00,0,0,lottomatik,3DL8620933
4DL,4D Lotto,"[""6"", ""6"", ""9"", ""3""]",6-6-9-3,2024-09-09,21:00,0,0,lottomatik,4DL8620932
GL55,Grand Lotto 6/55,"[""41"", ""34"", ""23"", ""09"", ""45"", ""27""]",41-34-23-09-45-27,2024-09-09,21:00,0,0,lottomatik,GL558620580
ML45,Megalotto 6/45,"[""33"", ""37"", ""09"", ""12"", ""25"", ""07""]",33-37-09-12-25-07,2024-09-09,21:00,0,0,lottomatik,ML458620931
2DL-2PM,2D Lotto 2PM,"[""18"", ""24""]",18-24,2024-09-10,14:00,0,0,lottomatik,2DL8624167
3DL-2PM,3D Lotto 2PM,"[""5"", ""1"", ""6""]",5-1-6,2024-09-10,14:00,0,0,lottomatik,3DL8624166
2DL-5PM,2D Lotto 5PM,"[""20"", ""11""]",20-11,2024-09-10,17:00,0,0,lottomatik,2DL8624168
3DL-5PM,3D Lotto 5PM,"[""4"", ""9"", ""0""]",4-9-0,2024-09-10,17:00,0,0,lottomatik,3DL8624169
2DL-9PM,2D Lotto 9PM,"[""15"", ""08""]",15-08,2024-09-10,21:00,0,0,lottomatik,2DL8624534
3DL-9PM,3D Lotto 9PM,"[""9"", ""4"", ""9""]",9-4-9,2024-09-10,21:00,0,0,lottomatik,3DL8624533
6DL,6D Lotto,"[""3"", ""3"", ""5"", ""9"", ""8"", ""0""]",3-3-5-9-8-0,2024-09-10,21:00,0,0,lottomatik,6DL8624532
LOTTO42,Lotto 6/42,"[""33"", ""32"", ""42"", ""26"", ""18"", ""14""]",33-32-42-26-18-14,2024-09-10,21:00,0,0,lottomatik,LOTTO428624170
SL49,Superlotto 6/49,"[""13"", ""02"", ""35"", ""19"", ""45"", ""17""]",13-02-35-19-45-17,2024-09-10,21:00,0,0,lottomatik,SL498624171
UL58,Ultra Lotto 6/58,"[""22"", ""33"", ""25"", ""17"", ""58"", ""42""]",22-33-25-17-58-42,2024-09-10,21:00,0,0,lottomatik,UL588624531
2DL-2PM,2D Lotto 2PM,"[""15"", ""29""]",15-29,2024-09-11,14:00,0,0,lottomatik,2DL8631895
3DL-2PM,3D Lotto 2PM,"[""4"", ""4"", ""6""]",4-4-6,2024-09-11,14:00,0,0,lottomatik,3DL8631896
2DL-5PM,2D Lotto 5PM,"[""19"", ""19""]",19-19,2024-09-11,17:00,0,0,lottomatik,2DL8631897
3DL-5PM,3D Lotto 5PM,"[""6"", ""1"", ""3""]",6-1-3,2024-09-11,17:00,0,0,lottomatik,3DL8631898
2DL-9PM,2D Lotto 9PM,"[""14"", ""16""]",14-16,2024-09-11,21:00,0,0,lottomatik,2DL8632272
3DL-9PM,3D Lotto 9PM,"[""6"", ""2"", ""9""]",6-2-9,2024-09-11,21:00,0,0,lottomatik,3DL8632271
4DL,4D Lotto,"[""5"", ""1"", ""6"", ""0""]",5-1-6-0,2024-09-11,21:00,0,0,lottomatik,4DL8632270
GL55,Grand Lotto 6/55,"[""15"", ""09"", ""30"", ""52"", ""49"", ""14""]",15-09-30-52-49-14,2024-09-11,21:00,0,0,lottomatik,GL558632268
ML45,Megalotto 6/45,"[""41"", ""14"", ""09"", ""23"", ""04"", ""13""]",41-14-09-23-04-13,2024-09-11,21:00,0,0,lottomatik,ML458632269
2DL-2PM,2D Lotto 2PM,"[""31"", ""28""]",31-28,2024-09-12,14:00,0,0,lottomatik,2DL8639068
3DL-2PM,3D Lotto 2PM,"[""5"", ""1"", ""3""]",5-1-3,2024-09-12,14:00,0,0,lottomatik,3DL8639069
2DL-5PM,2D Lotto 5PM,"[""30"", ""07""]",30-07,2024-09-12,17:00,0,0,lottomatik,2DL8639070
3DL-5PM,3D Lotto 5PM,"[""3"", ""5"", ""2""]",3-5-2,2024-09-12,17:00,0,0,lottomatik,3DL8639071
2DL-9PM,2D Lotto 9PM,"[""04"", ""05""]",04-05,2024-09-12,21:00,0,0,lottomatik,2DL8639454
3DL-9PM,3D Lotto 9PM,"[""0"", ""1"", ""4""]",0-1-4,2024-09-12,21:00,0,0,lottomatik,3DL8639453
6DL,6D Lotto,"[""2"", ""9"", ""3"", ""1"", ""0"", ""5""]",2-9-3-1-0-5,2024-09-12,21:00,0,0,lottomatik,6DL8639452
LOTTO42,Lotto 6/42,"[""07"", ""42"", ""38"", ""28"", ""17"", ""41""]",07-42-38-28-17-41,2024-09-12,21:00,0,0,lottomatik,LOTTO428639072
SL49,Superlotto 6/49,"[""12"", ""38"", ""44"", ""18"", ""05"", ""24""]",12-38-44-18-05-24,2024-09-12,21:00,0,0,lottomatik,SL498639451
2DL-2PM,2D Lotto 2PM,"[""16"", ""29""]",16-29,2024-09-13,14:00,0,0,lottomatik,2DL8642542
3DL-2PM,3D Lotto 2PM,"[""6"", ""6"", ""1""]",6-6-1,2024-09-13,14:00,0,0,lottomatik,3DL8642543
2DL-5PM,2D Lotto 5PM,"[""28"", ""19""]",28-19,2024-09-13,17:00,0,0,lottomatik,2DL8642544
3DL-5PM,3D Lotto 5PM,"[""8"", ""3"", ""2""]",8-3-2,2024-09-13,17:00,0,0,lottomatik,3DL8642545
2DL-9PM,2D Lotto 9PM,"[""21"", ""10""]",21-10,2024-09-13,21:00,0,0,lottomatik,2DL8643324
3DL-9PM,3D Lotto 9PM,"[""2"", ""6"", ""3""]",2-6-3,2024-09-13,21:00,0,0,lottomatik,3DL8643323
4DL,4D Lotto,"[""5"", ""1"", ""3"", ""8""]",5-1-3-8,2024-09-13,21:00,0,0,lottomatik,4DL8643322
ML45,Megalotto 6/45,"[""14"", ""18"", ""01"", ""32"", ""44"", ""15""]",14-18-01-32-44-15,2024-09-13,21:00,0,0,lottomatik,ML458642933
UL58,Ultra Lotto 6/58,"[""17"", ""30"", ""50"", ""45"", ""20"", ""15""]",17-30-50-45-20-15,2024-09-13,21:00,0,0,lottomatik,UL588642934
2DL-2PM,2D Lotto 2PM,"[""15"", ""26""]",15-26,2024-09-14,14:00,0,0,lottomatik,2DL8649256
3DL-2PM,3D Lotto 2PM,"[""1"", ""2"", ""9""]",1-2-9,2024-09-14,14:00,0,0,lottomatik,3DL8649257
2DL-5PM,2D Lotto 5PM,"[""26"", ""07""]",26-07,2024-09-14,17:00,0,0,lottomatik,2DL8649258
3DL-5PM,3D Lotto 5PM,"[""9"", ""9"", ""8""]",9-9-8,2024-09-14,17:00,0,0,lottomatik,3DL8649259
2DL-9PM,2D Lotto 9PM,"[""13"", ""28""]",13-28,2024-09-14,21:00,0,0,lottomatik,2DL8649660
3DL-9PM,3D Lotto 9PM,"[""7"", ""3"", ""2""]",7-3-2,2024-09-14,21:00,0,0,lottomatik,3DL8649659
6DL,6D Lotto,"[""8"", ""6"", ""7"", ""5"", ""2"", ""2""]",8-6-7-5-2-2,2024-09-14,21:00,0,0,lottomatik,6DL8649658
GL55,Grand Lotto 6/55,"[""21"", ""34"", ""26"", ""06"", ""44"", ""27""]",21-34-26-06-44-27,2024-09-14,21:00,0,0,lottomatik,GL558649657
LOTTO42,Lotto 6/42,"[""26"", ""15"", ""29"", ""09"", ""38"", ""25""]",26-15-29-09-38-25,2024-09-14,21:00,0,0,lottomatik,LOTTO428649656
2DL-2PM,2D Lotto 2PM,"[""20"", ""12""]",20-12,2024-09-15,14:00,0,0,lottomatik,2DL8657752
3DL-2PM,3D Lotto 2PM,"[""9"", ""3"", ""2""]",9-3-2,2024-09-15,14:00,0,0,lottomatik,3DL8657753
2DL-5PM,2D Lotto 5PM,"[""31"", ""23""]",31-23,2024-09-15,17:00,0,0,lottomatik,2DL8657754
3DL-5PM,3D Lotto 5PM,"[""7"", ""6"", ""7""]",7-6-7,2024-09-15,17:00,0,0,lottomatik,3DL8657755
2DL-9PM,2D Lotto 9PM,"[""19"", ""29""]",19-29,2024-09-15,21:00,0,0,lottomatik,2DL8657759
3DL-9PM,3D Lotto 9PM,"[""1"", ""1"", ""8""]",1-1-8,2024-09-15,21:00,0,0,lottomatik,3DL8657758
SL49,Superlotto 6/49,"[""32"", ""25"", ""15"", ""19"", ""21"", ""09""]",32-25-15-19-21-09,2024-09-15,21:00,0,0,lottomatik,SL498657756
UL58,Ultra Lotto 6/58,"[""31"", ""22"", ""19"", ""43"", ""37"", ""05""]",31-22-19-43-37-05,2024-09-15,21:00,0,0,lottomatik,UL588657757
2DL-2PM,2D Lotto 2PM,"[""09"", ""06""]",09-06,2024-09-16,14:00,0,0,lottomatik,2DL8663526
3DL-2PM,3D Lotto 2PM,"[""2"", ""2"", ""5""]",2-2-5,2024-09-16,14:00,0,0,lottomatik,3DL8663527
2DL-5PM,2D Lotto 5PM,"[""28"", ""27""]",28-27,2024-09-16,17:00,0,0,lottomatik,2DL8663528
3DL-5PM,3D Lotto 5PM,"[""3"", ""0"", ""8""]",3-0-8,2024-09-16,17:00,0,0,lottomatik,3DL8663529
2DL-9PM,2D Lotto 9PM,"[""09"", ""04""]",09-04,2024-09-16,21:00,0,0,lottomatik,2DL8663534
3DL-9PM,3D Lotto 9PM,"[""4"", ""4"", ""2""]",4-4-2,2024-09-16,21:00,0,0,lottomatik,3DL8663533
4DL,4D Lotto,"[""4"", ""7"", ""6"", ""2""]",4-7-6-2,2024-09-16,21:00,0,0,lottomatik,4DL8663532
GL55,Grand Lotto 6/55,"[""22"", ""09"", ""05"", ""21"", ""37"", ""30""]",22-09-05-21-37-30,2024-09-16,21:00,0,0,lottomatik,GL558663530
ML45,Megalotto 6/45,"[""25"", ""03"", ""39"", ""11"", ""44"", ""01""]",25-03-39-11-44-01,2024-09-16,21:00,0,0,lottomatik,ML458663531
2DL-2PM,2D Lotto 2PM,"[""07"", ""15""]",07-15,2024-09-17,14:00,0,0,lottomatik,2DL8669012
3DL-2PM,3D Lotto 2PM,"[""3"", ""1"", ""6""]",3-1-6,2024-09-17,14:00,0,0,lottomatik,3DL8669013
2DL-5PM,2D Lotto 5PM,"[""10"", ""16""]",10-16,2024-09-17,17:00,0,0,lottomatik,2DL8669014
