game_code,game,numbers,combination,draw_date,draw_time,jackpot,winners,source,source_id
3DL-2PM,3D Lotto 2PM,"[""0"", ""4"", ""6""]",0-4-6,2023-12-23,14:00,0,0,lottomatik,3DL5454702
2DL-5PM,2D Lotto 5PM,"[""15"", ""29""]",15-29,2023-12-23,17:00,0,0,lottomatik,2DL5454703
3DL-5PM,3D Lotto 5PM,"[""5"", ""3"", ""3""]",5-3-3,2023-12-23,17:00,0,0,lottomatik,3DL5454704
2DL-9PM,2D Lotto 9PM,"[""12"", ""30""]",12-30,2023-12-23,21:00,0,0,lottomatik,2DL5456280
3DL-9PM,3D Lotto 9PM,"[""9"", ""4"", ""3""]",9-4-3,2023-12-23,21:00,0,0,lottomatik,3DL5456281
6DL,6D Lotto,"[""4"", ""1"", ""5"", ""0"", ""4"", ""4""]",4-1-5-0-4-4,2023-12-23,21:00,0,0,lottomatik,6DL5456282
GL55,Grand Lotto 6/55,"[""25"", ""21"", ""07"", ""49"", ""32"", ""22""]",25-21-07-49-32-22,2023-12-23,21:00,0,0,lottomatik,GL555457859
LOTTO42,Lotto 6/42,"[""33"", ""11"", ""38"", ""37"", ""32"", ""06""]",33-11-38-37-32-06,2023-12-23,21:00,0,0,lottomatik,LOTTO425457858
2DL-2PM,2D Lotto 2PM,"[""08"", ""04""]",08-04,2023-12-24,14:00,0,0,lottomatik,2DL5511653
3DL-2PM,3D Lotto 2PM,"[""0"", ""5"", ""4""]",0-5-4,2023-12-24,14:00,0,0,lottomatik,3DL5511654
2DL-5PM,2D Lotto 5PM,"[""11"", ""11""]",11-11,2023-12-24,17:00,0,0,lottomatik,2DL5511655
3DL-5PM,3D Lotto 5PM,"[""7"", ""7"", ""0""]",7-7-0,2023-12-24,17:00,0,0,lottomatik,3DL5511656
2DL-9PM,2D Lotto 9PM,"[""06"", ""14""]",06-14,2023-12-24,21:00,0,0,lottomatik,2DL5511657
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""3""]",9-1-3,2023-12-24,21:00,0,0,lottomatik,3DL5511658
SL49,Superlotto 6/49,"[""08"", ""12"", ""23"", ""29"", ""24"", ""44""]",08-12-23-29-24-44,2023-12-24,21:00,0,0,lottomatik,SL495511659
UL58,Ultra Lotto 6/58,"[""05"", ""06"", ""25"", ""13"", ""17"", ""16""]",05-06-25-13-17-16,2023-12-24,21:00,0,0,lottomatik,UL585511660
2DL-2PM,2D Lotto 2PM,"[""11"", ""02""]",11-02,2023-12-26,14:00,0,0,lottomatik,2DL5626285
3DL-2PM,3D Lotto 2PM,"[""3"", ""4"", ""7""]",3-4-7,2023-12-26,14:00,0,0,lottomatik,3DL5626286
2DL-5PM,2D Lotto 5PM,"[""04"", ""26""]",04-26,2023-12-26,17:00,0,0,lottomatik,2DL5626287
3DL-5PM,3D Lotto 5PM,"[""8"", ""9"", ""0""]",8-9-0,2023-12-26,17:00,0,0,lottomatik,3DL5626288
2DL-9PM,2D Lotto 9PM,"[""27"", ""12""]",27-12,2023-12-26,21:00,0,0,lottomatik,2DL5627881
3DL-9PM,3D Lotto 9PM,"[""7"", ""6"", ""9""]",7-6-9,2023-12-26,21:00,0,0,lottomatik,3DL5627882
6DL,6D Lotto,"[""6"", ""5"", ""2"", ""2"", ""2"", ""7""]",6-5-2-2-2-7,2023-12-26,21:00,0,0,lottomatik,6DL5627883
LOTTO42,Lotto 6/42,"[""07"", ""32"", ""17"", ""01"", ""08"", ""09""]",07-32-17-01-08-09,2023-12-26,21:00,0,0,lottomatik,LOTTO425629477
SL49,Superlotto 6/49,"[""30"", ""06"", ""48"", ""14"", ""49"", ""37""]",30-06-48-14-49-37,2023-12-26,21:00,0,0,lottomatik,SL495629476
UL58,Ultra Lotto 6/58,"[""42"", ""49"", ""16"", ""09"", ""06"", ""47""]",42-49-16-09-06-47,2023-12-26,21:00,0,0,lottomatik,UL585629478
2DL-2PM,2D Lotto 2PM,"[""18"", ""12""]",18-12,2023-12-27,14:00,0,0,lottomatik,2DL5683917
3DL-2PM,3D Lotto 2PM,"[""9"", ""5"", ""2""]",9-5-2,2023-12-27,14:00,0,0,lottomatik,3DL5683918
2DL-5PM,2D Lotto 5PM,"[""10"", ""28""]",10-28,2023-12-27,17:00,0,0,lottomatik,2DL5683919
3DL-5PM,3D Lotto 5PM,"[""3"", ""0"", ""8""]",3-0-8,2023-12-27,17:00,0,0,lottomatik,3DL5683920
2DL-9PM,2D Lotto 9PM,"[""31"", ""08""]",31-08,2023-12-27,21:00,0,0,lottomatik,2DL5685523
3DL-9PM,3D Lotto 9PM,"[""0"", ""0"", ""4""]",0-0-4,2023-12-27,21:00,0,0,lottomatik,3DL5685524
4DL,4D Lotto,"[""9"", ""7"", ""0"", ""3""]",9-7-0-3,2023-12-27,21:00,0,0,lottomatik,4DL5685525
GL55,Grand Lotto 6/55,"[""27"", ""05"", ""51"", ""43"", ""54"", ""12""]",27-05-51-43-54-12,2023-12-27,21:00,0,0,lottomatik,GL555687129
ML45,Megalotto 6/45,"[""25"", ""18"", ""37"", ""13"", ""17"", ""39""]",25-18-37-13-17-39,2023-12-27,21:00,0,0,lottomatik,ML455687128
2DL-2PM,2D Lotto 2PM,"[""02"", ""20""]",02-20,2023-12-28,14:00,0,0,lottomatik,2DL5741877
3DL-2PM,3D Lotto 2PM,"[""2"", ""1"", ""6""]",2-1-6,2023-12-28,14:00,0,0,lottomatik,3DL5741878
2DL-5PM,2D Lotto 5PM,"[""12"", ""14""]",12-14,2023-12-28,17:00,0,0,lottomatik,2DL5741879
3DL-5PM,3D Lotto 5PM,"[""5"", ""3"", ""1""]",5-3-1,2023-12-28,17:00,0,0,lottomatik,3DL5741880
2DL-9PM,2D Lotto 9PM,"[""12"", ""31""]",12-31,2023-12-28,21:00,0,0,lottomatik,2DL5743492
3DL-9PM,3D Lotto 9PM,"[""4"", ""3"", ""0""]",4-3-0,2023-12-28,21:00,0,0,lottomatik,3DL5743493
6DL,6D Lotto,"[""1"", ""7"", ""7"", ""8"", ""1"", ""2""]",1-7-7-8-1-2,2023-12-28,21:00,0,0,lottomatik,6DL5743494
LOTTO42,Lotto 6/42,"[""18"", ""34"", ""01"", ""11"", ""28"", ""04""]",18-34-01-11-28-04,2023-12-28,21:00,0,0,lottomatik,LOTTO425745107
SL49,Superlotto 6/49,"[""06"", ""19"", ""07"", ""40"", ""43"", ""25""]",06-19-07-40-43-25,2023-12-28,21:00,0,0,lottomatik,SL495745106
2DL-2PM,2D Lotto 2PM,"[""04"", ""09""]",04-09,2023-12-29,14:00,0,0,lottomatik,2DL5800161
3DL-2PM,3D Lotto 2PM,"[""5"", ""1"", ""0""]",5-1-0,2023-12-29,14:00,0,0,lottomatik,3DL5800162
2DL-5PM,2D Lotto 5PM,"[""19"", ""03""]",19-03,2023-12-29,17:00,0,0,lottomatik,2DL5800163
3DL-5PM,3D Lotto 5PM,"[""3"", ""5"", ""4""]",3-5-4,2023-12-29,17:00,0,0,lottomatik,3DL5800164
2DL-9PM,2D Lotto 9PM,"[""24"", ""11""]",24-11,2023-12-29,21:00,0,0,lottomatik,2DL5801785
3DL-9PM,3D Lotto 9PM,"[""9"", ""2"", ""8""]",9-2-8,2023-12-29,21:00,0,0,lottomatik,3DL5801786
4DL,4D Lotto,"[""3"", ""7"", ""4"", ""5""]",3-7-4-5,2023-12-29,21:00,0,0,lottomatik,4DL5801787
ML45,Megalotto 6/45,"[""06"", ""12"", ""28"", ""04"", ""16"", ""17""]",06-12-28-04-16-17,2023-12-29,21:00,0,0,lottomatik,ML455803408
UL58,Ultra Lotto 6/58,"[""19"", ""35"", ""25"", ""42"", ""58"", ""05""]",19-35-25-42-58-05,2023-12-29,21:00,0,0,lottomatik,UL585803409
2DL-2PM,2D Lotto 2PM,"[""17"", ""06""]",17-06,2023-12-30,14:00,0,0,lottomatik,2DL5858769
3DL-2PM,3D Lotto 2PM,"[""5"", ""7"", ""1""]",5-7-1,2023-12-30,14:00,0,0,lottomatik,3DL5858770
2DL-5PM,2D Lotto 5PM,"[""28"", ""07""]",28-07,2023-12-30,17:00,0,0,lottomatik,2DL5858771
3DL-5PM,3D Lotto 5PM,"[""5"", ""9"", ""8""]",5-9-8,2023-12-30,17:00,0,0,lottomatik,3DL5858772
2DL-9PM,2D Lotto 9PM,"[""24"", ""20""]",24-20,2023-12-30,21:00,0,0,lottomatik,2DL5860402
3DL-9PM,3D Lotto 9PM,"[""4"", ""0"", ""7""]",4-0-7,2023-12-30,21:00,0,0,lottomatik,3DL5860403
6DL,6D Lotto,"[""9"", ""3"", ""8"", ""0"", ""2"", ""9""]",9-3-8-0-2-9,2023-12-30,21:00,0,0,lottomatik,6DL5860404
GL55,Grand Lotto 6/55,"[""22"", ""05"", ""51"", ""48"", ""01"", ""25""]",22-05-51-48-01-25,2023-12-30,21:00,0,0,lottomatik,GL555862035
LOTTO42,Lotto 6/42,"[""12"", ""09"", ""18"", ""11"", ""05"", ""35""]",12-09-18-11-05-35,2023-12-30,21:00,0,0,lottomatik,LOTTO425862034
2DL-2PM,2D Lotto 2PM,"[""11"", ""11""]",11-11,2023-12-31,14:00,0,0,lottomatik,2DL5917701
3DL-2PM,3D Lotto 2PM,"[""6"", ""7"", ""6""]",6-7-6,2023-12-31,14:00,0,0,lottomatik,3DL5917702
2DL-5PM,2D Lotto 5PM,"[""17"", ""01""]",17-01,2023-12-31,17:00,0,0,lottomatik,2DL5917703
3DL-5PM,3D Lotto 5PM,"[""3"", ""3"", ""6""]",3-3-6,2023-12-31,17:00,0,0,lottomatik,3DL5917704
2DL-9PM,2D Lotto 9PM,"[""16"", ""07""]",16-07,2023-12-31,21:00,0,0,lottomatik,2DL5917705
3DL-9PM,3D Lotto 9PM,"[""1"", ""5"", ""6""]",1-5-6,2023-12-31,21:00,0,0,lottomatik,3DL5917706
SL49,Superlotto 6/49,"[""15"", ""06"", ""41"", ""22"", ""49"", ""44""]",15-06-41-22-49-44,2023-12-31,21:00,0,0,lottomatik,SL495917708
UL58,Ultra Lotto 6/58,"[""44"", ""24"", ""30"", ""31"", ""01"", ""32""]",44-24-30-31-01-32,2023-12-31,21:00,0,0,lottomatik,UL585917707
2DL-2PM,2D Lotto 2PM,"[""12"", ""24""]",12-24,2024-01-02,14:00,0,0,lottomatik,2DL5937461
3DL-2PM,3D Lotto 2PM,"[""5"", ""5"", ""2""]",5-5-2,2024-01-02,14:00,0,0,lottomatik,3DL5937462
2DL-5PM,2D Lotto 5PM,"[""08"", ""31""]",08-31,2024-01-02,17:00,0,0,lottomatik,2DL5937463
3DL-5PM,3D Lotto 5PM,"[""4"", ""8"", ""2""]",4-8-2,2024-01-02,17:00,0,0,lottomatik,3DL5937464
2DL-9PM,2D Lotto 9PM,"[""05"", ""21""]",05-21,2024-01-02,21:00,0,0,lottomatik,2DL5937465
3DL-9PM,3D Lotto 9PM,"[""5"", ""4"", ""7""]",5-4-7,2024-01-02,21:00,0,0,lottomatik,3DL5937466
6DL,6D Lotto,"[""1"", ""1"", ""2"", ""7"", ""2"", ""5""]",1-1-2-7-2-5,2024-01-02,21:00,0,0,lottomatik,6DL5937467
LOTTO42,Lotto 6/42,"[""04"", ""22"", ""07"", ""10"", ""29"", ""14""]",04-22-07-10-29-14,2024-01-02,21:00,0,0,lottomatik,LOTTO425937469
SL49,Superlotto 6/49,"[""07"", ""33"", ""42"", ""16"", ""32"", ""05""]",07-33-42-16-32-05,2024-01-02,21:00,0,0,lottomatik,SL495937470
UL58,Ultra Lotto 6/58,"[""58"", ""07"", ""40"", ""09"", ""56"", ""29""]",58-07-40-09-56-29,2024-01-02,21:00,0,0,lottomatik,UL585937468
2DL-2PM,2D Lotto 2PM,"[""23"", ""21""]",23-21,2024-01-03,14:00,0,0,lottomatik,2DL5937761
3DL-2PM,3D Lotto 2PM,"[""2"", ""1"", ""4""]",2-1-4,2024-01-03,14:00,0,0,lottomatik,3DL5937762
2DL-5PM,2D Lotto 5PM,"[""20"", ""09""]",20-09,2024-01-03,17:00,0,0,lottomatik,2DL5937763
3DL-5PM,3D Lotto 5PM,"[""5"", ""9"", ""3""]",5-9-3,2024-01-03,17:00,0,0,lottomatik,3DL5937764
2DL-9PM,2D Lotto 9PM,"[""07"", ""09""]",07-09,2024-01-03,21:00,0,0,lottomatik,2DL5937775
3DL-9PM,3D Lotto 9PM,"[""0"", ""3"", ""0""]",0-3-0,2024-01-03,21:00,0,0,lottomatik,3DL5937776
4DL,4D Lotto,"[""1"", ""1"", ""3"", ""9""]",1-1-3-9,2024-01-03,21:00,0,0,lottomatik,4DL5937777
GL55,Grand Lotto 6/55,"[""52"", ""04"", ""24"", ""42"", ""26"", ""39""]",52-04-24-42-26-39,2024-01-03,21:00,0,0,lottomatik,GL555937789
ML45,Megalotto 6/45,"[""37"", ""29"", ""14"", ""17"", ""16"", ""22""]",37-29-14-17-16-22,2024-01-03,21:00,0,0,lottomatik,ML455937788
2DL-2PM,2D Lotto 2PM,"[""14"", ""12""]",14-12,2024-01-04,14:00,0,0,lottomatik,2DL5938409
3DL-2PM,3D Lotto 2PM,"[""8"", ""6"", ""6""]",8-6-6,2024-01-04,14:00,0,0,lottomatik,3DL5938410
2DL-5PM,2D Lotto 5PM,"[""30"", ""18""]",30-18,2024-01-04,17:00,0,0,lottomatik,2DL5938411
3DL-5PM,3D Lotto 5PM,"[""8"", ""2"", ""1""]",8-2-1,2024-01-04,17:00,0,0,lottomatik,3DL5938412
2DL-9PM,2D Lotto 9PM,"[""07"", ""16""]",07-16,2024-01-04,21:00,0,0,lottomatik,2DL5938432
3DL-9PM,3D Lotto 9PM,"[""1"", ""4"", ""3""]",1-4-3,2024-01-04,21:00,0,0,lottomatik,3DL5938433
6DL,6D Lotto,"[""0"", ""7"", ""8"", ""4"", ""1"", ""3""]",0-7-8-4-1-3,2024-01-04,21:00,0,0,lottomatik,6DL5938434
LOTTO42,Lotto 6/42,"[""22"", ""16"", ""09"", ""01"", ""42"", ""10""]",22-16-09-01-42-10,2024-01-04,21:00,0,0,lottomatik,LOTTO425938454
SL49,Superlotto 6/49,"[""34"", ""04"", ""17"", ""28"", ""11"", ""30""]",34-04-17-28-11-30,2024-01-04,21:00,0,0,lottomatik,SL495938455
2DL-2PM,2D Lotto 2PM,"[""05"", ""13""]",05-13,2024-01-05,14:00,0,0,lottomatik,2DL5939381
3DL-2PM,3D Lotto 2PM,"[""6"", ""0"", ""4""]",6-0-4,2024-01-05,14:00,0,0,lottomatik,3DL5939382
2DL-5PM,2D Lotto 5PM,"[""07"", ""13""]",07-13,2024-01-05,17:00,0,0,lottomatik,2DL5939383
3DL-5PM,3D Lotto 5PM,"[""5"", ""7"", ""6""]",5-7-6,2024-01-05,17:00,0,0,lottomatik,3DL5939384
2DL-9PM,2D Lotto 9PM,"[""04"", ""29""]",04-29,2024-01-05,21:00,0,0,lottomatik,2DL5939413
3DL-9PM,3D Lotto 9PM,"[""1"", ""2"", ""3""]",1-2-3,2024-01-05,21:00,0,0,lottomatik,3DL5939414
4DL,4D Lotto,"[""6"", ""3"", ""4"", ""4""]",6-3-4-4,2024-01-05,21:00,0,0,lottomatik,4DL5939415
ML45,Megalotto 6/45,"[""13"", ""18"", ""41"", ""29"", ""33"", ""37""]",13-18-41-29-33-37,2024-01-05,21:00,0,0,lottomatik,ML455939445
UL58,Ultra Lotto 6/58,"[""46"", ""54"", ""05"", ""35"", ""04"", ""13""]",46-54-05-35-04-13,2024-01-05,21:00,0,0,lottomatik,UL585939444
2DL-2PM,2D Lotto 2PM,"[""21"", ""06""]",21-06,2024-01-06,14:00,0,0,lottomatik,2DL5940677
3DL-2PM,3D Lotto 2PM,"[""4"", ""1"", ""3""]",4-1-3,2024-01-06,14:00,0,0,lottomatik,3DL5940678
2DL-5PM,2D Lotto 5PM,"[""23"", ""10""]",23-10,2024-01-06,17:00,0,0,lottomatik,2DL5940679
3DL-5PM,3D Lotto 5PM,"[""9"", ""5"", ""1""]",9-5-1,2024-01-06,17:00,0,0,lottomatik,3DL5940680
2DL-9PM,2D Lotto 9PM,"[""21"", ""13""]",21-13,2024-01-06,21:00,0,0,lottomatik,2DL5940718
3DL-9PM,3D Lotto 9PM,"[""9"", ""9"", ""7""]",9-9-7,2024-01-06,21:00,0,0,lottomatik,3DL5940719
6DL,6D Lotto,"[""9"", ""0"", ""8"", ""5"", ""3"", ""4""]",9-0-8-5-3-4,2024-01-06,21:00,0,0,lottomatik,6DL5940720
GL55,Grand Lotto 6/55,"[""16"", ""47"", ""23"", ""40"", ""54"", ""06""]",16-47-23-40-54-06,2024-01-06,21:00,0,0,lottomatik,GL555940759
LOTTO42,Lotto 6/42,"[""10"", ""30"", ""34"", ""09"", ""14"", ""21""]",10-30-34-09-14-21,2024-01-06,21:00,0,0,lottomatik,LOTTO425940758
2DL-2PM,2D Lotto 2PM,"[""10"", ""12""]",10-12,2024-01-07,14:00,0,0,lottomatik,2DL5942297
3DL-2PM,3D Lotto 2PM,"[""5"", ""3"", ""3""]",5-3-3,2024-01-07,14:00,0,0,lottomatik,3DL5942298
2DL-5PM,2D Lotto 5PM,"[""30"", ""23""]",30-23,2024-01-07,17:00,0,0,lottomatik,2DL5942299
3DL-5PM,3D Lotto 5PM,"[""7"", ""2"", ""1""]",7-2-1,2024-01-07,17:00,0,0,lottomatik,3DL5942300
2DL-9PM,2D Lotto 9PM,"[""25"", ""29""]",25-29,2024-01-07,21:00,0,0,lottomatik,2DL5942347
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""5""]",9-1-5,2024-01-07,21:00,0,0,lottomatik,3DL5942348
SL49,Superlotto 6/49,"[""03"", ""47"", ""13"", ""12"", ""07"", ""01""]",03-47-13-12-07-01,2024-01-07,21:00,0,0,lottomatik,SL495942396
UL58,Ultra Lotto 6/58,"[""37"", ""28"", ""08"", ""18"", ""40"", ""38""]",37-28-08-18-40-38,2024-01-07,21:00,0,0,lottomatik,UL585942349
2DL-2PM,2D Lotto 2PM,"[""19"", ""13""]",19-13,2024-01-08,14:00,0,0,lottomatik,2DL5944209
3DL-2PM,3D Lotto 2PM,"[""0"", ""2"", ""4""]",0-2-4,2024-01-08,14:00,0,0,lottomatik,3DL5944210
2DL-5PM,2D Lotto 5PM,"[""30"", ""28""]",30-28,2024-01-08,17:00,0,0,lottomatik,2DL5944211
3DL-5PM,3D Lotto 5PM,"[""7"", ""3"", ""4""]",7-3-4,2024-01-08,17:00,0,0,lottomatik,3DL5944212
2DL-9PM,2D Lotto 9PM,"[""10"", ""21""]",10-21,2024-01-08,21:00,0,0,lottomatik,2DL5944325
3DL-9PM,3D Lotto 9PM,"[""5"", ""3"", ""5""]",5-3-5,2024-01-08,21:00,0,0,lottomatik,3DL5944324
4DL,4D Lotto,"[""0"", ""7"", ""7"", ""2""]",0-7-7-2,2024-01-08,21:00,0,0,lottomatik,4DL5944323
GL55,Grand Lotto 6/55,"[""08"", ""18"", ""24"", ""17"", ""28"", ""04""]",08-18-24-17-28-04,2024-01-08,21:00,0,0,lottomatik,GL555944268
ML45,Megalotto 6/45,"[""09"", ""07"", ""29"", ""28"", ""11"", ""18""]",09-07-29-28-11-18,2024-01-08,21:00,0,0,lottomatik,ML455944267
2DL-2PM,2D Lotto 2PM,"[""01"", ""08""]",01-08,2024-01-09,14:00,0,0,lottomatik,2DL5946432
3DL-2PM,3D Lotto 2PM,"[""9"", ""5"", ""7""]",9-5-7,2024-01-09,14:00,0,0,lottomatik,3DL5946433
2DL-5PM,2D Lotto 5PM,"[""09"", ""14""]",09-14,2024-01-09,17:00,0,0,lottomatik,2DL5946434
3DL-5PM,3D Lotto 5PM,"[""3"", ""0"", ""5""]",3-0-5,2024-01-09,17:00,0,0,lottomatik,3DL5946435
2DL-9PM,2D Lotto 9PM,"[""16"", ""16""]",16-16,2024-01-09,21:00,0,0,lottomatik,2DL5946567
3DL-9PM,3D Lotto 9PM,"[""4"", ""1"", ""5""]",4-1-5,2024-01-09,21:00,0,0,lottomatik,3DL5946566
6DL,6D Lotto,"[""8"", ""3"", ""6"", ""7"", ""7"", ""5""]",8-3-6-7-7-5,2024-01-09,21:00,0,0,lottomatik,6DL5946565
LOTTO42,Lotto 6/42,"[""04"", ""39"", ""23"", ""19"", ""17"", ""36""]",04-39-23-19-17-36,2024-01-09,21:00,0,0,lottomatik,LOTTO425946499
SL49,Superlotto 6/49,"[""24"", ""39"", ""41"", ""29"", ""22"", ""20""]",24-39-41-29-22-20,2024-01-09,21:00,0,0,lottomatik,SL495946564
UL58,Ultra Lotto 6/58,"[""10"", ""34"", ""39"", ""45"", ""52"", ""24""]",10-34-39-45-52-24,2024-01-09,21:00,0,0,lottomatik,UL585946500
2DL-2PM,2D Lotto 2PM,"[""14"", ""09""]",14-09,2024-01-10,14:00,0,0,lottomatik,2DL5949010
3DL-2PM,3D Lotto 2PM,"[""1"", ""9"", ""8""]",1-9-8,2024-01-10,14:00,0,0,lottomatik,3DL5949011
2DL-5PM,2D Lotto 5PM,"[""17"", ""05""]",17-05,2024-01-10,17:00,0,0,lottomatik,2DL5949012
3DL-5PM,3D Lotto 5PM,"[""0"", ""4"", ""0""]",0-4-0,2024-01-10,17:00,0,0,lottomatik,3DL5949013
2DL-9PM,2D Lotto 9PM,"[""08"", ""27""]",08-27,2024-01-10,21:00,0,0,lottomatik,2DL5949164
3DL-9PM,3D Lotto 9PM,"[""8"", ""1"", ""0""]",8-1-0,2024-01-10,21:00,0,0,lottomatik,3DL5949163
4DL,4D Lotto,"[""0"", ""9"", ""3"", ""1""]",0-9-3-1,2024-01-10,21:00,0,0,lottomatik,4DL5949162
GL55,Grand Lotto 6/55,"[""50"", ""53"", ""22"", ""32"", ""07"", ""42""]",50-53-22-32-07-42,2024-01-10,21:00,0,0,lottomatik,GL555949088
ML45,Megalotto 6/45,"[""25"", ""27"", ""12"", ""33"", ""36"", ""02""]",25-27-12-33-36-02,2024-01-10,21:00,0,0,lottomatik,ML455949087
2DL-2PM,2D Lotto 2PM,"[""12"", ""19""]",12-19,2024-01-11,14:00,0,0,lottomatik,2DL5951935
3DL-2PM,3D Lotto 2PM,"[""0"", ""7"", ""3""]",0-7-3,2024-01-11,14:00,0,0,lottomatik,3DL5951936
2DL-5PM,2D Lotto 5PM,"[""04"", ""13""]",04-13,2024-01-11,17:00,0,0,lottomatik,2DL5951937
3DL-5PM,3D Lotto 5PM,"[""5"", ""2"", ""1""]",5-2-1,2024-01-11,17:00,0,0,lottomatik,3DL5951938
2DL-9PM,2D Lotto 9PM,"[""01"", ""03""]",01-03,2024-01-11,21:00,0,0,lottomatik,2DL5952107
3DL-9PM,3D Lotto 9PM,"[""9"", ""9"", ""1""]",9-9-1,2024-01-11,21:00,0,0,lottomatik,3DL5952106
6DL,6D Lotto,"[""4"", ""9"", ""8"", ""4"", ""6"", ""6""]",4-9-8-4-6-6,2024-01-11,21:00,0,0,lottomatik,6DL5952105
LOTTO42,Lotto 6/42,"[""20"", ""05"", ""34"", ""09"", ""26"", ""19""]",20-05-34-09-26-19,2024-01-11,21:00,0,0,lottomatik,LOTTO425952021
SL49,Superlotto 6/49,"[""37"", ""45"", ""47"", ""12"", ""22"", ""08""]",37-45-47-12-22-08,2024-01-11,21:00,0,0,lottomatik,SL495952104
2DL-2PM,2D Lotto 2PM,"[""23"", ""01""]",23-01,2024-01-12,14:00,0,0,lottomatik,2DL5955175
3DL-2PM,3D Lotto 2PM,"[""4"", ""4"", ""7""]",4-4-7,2024-01-12,14:00,0,0,lottomatik,3DL5955176
2DL-5PM,2D Lotto 5PM,"[""15"", ""03""]",15-03,2024-01-12,17:00,0,0,lottomatik,2DL5955177
3DL-5PM,3D Lotto 5PM,"[""4"", ""3"", ""7""]",4-3-7,2024-01-12,17:00,0,0,lottomatik,3DL5955178
2DL-9PM,2D Lotto 9PM,"[""15"", ""20""]",15-20,2024-01-12,21:00,0,0,lottomatik,2DL5955365
3DL-9PM,3D Lotto 9PM,"[""2"", ""4"", ""1""]",2-4-1,2024-01-12,21:00,0,0,lottomatik,3DL5955364
4DL,4D Lotto,"[""2"", ""7"", ""3"", ""8""]",2-7-3-8,2024-01-12,21:00,0,0,lottomatik,4DL5955363
ML45,Megalotto 6/45,"[""06"", ""34"", ""11"", ""32"", ""40"", ""02""]",06-34-11-32-40-02,2024-01-12,21:00,0,0,lottomatik,ML455955270
UL58,Ultra Lotto 6/58,"[""06"", ""44"", ""20"", ""22"", ""37"", ""25""]",06-44-20-22-37-25,2024-01-12,21:00,0,0,lottomatik,UL585955271
2DL-2PM,2D Lotto 2PM,"[""29"", ""20""]",29-20,2024-01-13,14:00,0,0,lottomatik,2DL5958739
3DL-2PM,3D Lotto 2PM,"[""9"", ""4"", ""7""]",9-4-7,2024-01-13,14:00,0,0,lottomatik,3DL5958740
2DL-5PM,2D Lotto 5PM,"[""13"", ""30""]",13-30,2024-01-13,17:00,0,0,lottomatik,2DL5958741
3DL-5PM,3D Lotto 5PM,"[""1"", ""3"", ""2""]",1-3-2,2024-01-13,17:00,0,0,lottomatik,3DL5958742
2DL-9PM,2D Lotto 9PM,"[""10"", ""14""]",10-14,2024-01-13,21:00,0,0,lottomatik,2DL5958947
3DL-9PM,3D Lotto 9PM,"[""0"", ""2"", ""4""]",0-2-4,2024-01-13,21:00,0,0,lottomatik,3DL5958946
6DL,6D Lotto,"[""4"", ""4"", ""5"", ""1"", ""3"", ""9""]",4-4-5-1-3-9,2024-01-13,21:00,0,0,lottomatik,6DL5958945
GL55,Grand Lotto 6/55,"[""11"", ""28"", ""53"", ""54"", ""03"", ""37""]",11-28-53-54-03-37,2024-01-13,21:00,0,0,lottomatik,GL555958844
LOTTO42,Lotto 6/42,"[""42"", ""30"", ""17"", ""04"", ""15"", ""14""]",42-30-17-04-15-14,2024-01-13,21:00,0,0,lottomatik,LOTTO425958843
2DL-2PM,2D Lotto 2PM,"[""21"", ""24""]",21-24,2024-01-14,14:00,0,0,lottomatik,2DL5962627
3DL-2PM,3D Lotto 2PM,"[""5"", ""5"", ""0""]",5-5-0,2024-01-14,14:00,0,0,lottomatik,3DL5962628
2DL-5PM,2D Lotto 5PM,"[""22"", ""05""]",22-05,2024-01-14,17:00,0,0,lottomatik,2DL5962629
3DL-5PM,3D Lotto 5PM,"[""8"", ""6"", ""9""]",8-6-9,2024-01-14,17:00,0,0,lottomatik,3DL5962630
2DL-9PM,2D Lotto 9PM,"[""26"", ""14""]",26-14,2024-01-14,21:00,0,0,lottomatik,2DL5962852
3DL-9PM,3D Lotto 9PM,"[""3"", ""1"", ""0""]",3-1-0,2024-01-14,21:00,0,0,lottomatik,3DL5962851
SL49,Superlotto 6/49,"[""29"", ""35"", ""24"", ""20"", ""02"", ""43""]",29-35-24-20-02-43,2024-01-14,21:00,0,0,lottomatik,SL495962741
UL58,Ultra Lotto 6/58,"[""23"", ""40"", ""08"", ""42"", ""45"", ""55""]",23-40-08-42-45-55,2024-01-14,21:00,0,0,lottomatik,UL585962740
2DL-2PM,2D Lotto 2PM,"[""10"", ""06""]",10-06,2024-01-15,14:00,0,0,lottomatik,2DL5966815
3DL-2PM,3D Lotto 2PM,"[""8"", ""4"", ""9""]",8-4-9,2024-01-15,14:00,0,0,lottomatik,3DL5966816
2DL-5PM,2D Lotto 5PM,"[""06"", ""27""]",06-27,2024-01-15,17:00,0,0,lottomatik,2DL5966817
3DL-5PM,3D Lotto 5PM,"[""9"", ""7"", ""7""]",9-7-7,2024-01-15,17:00,0,0,lottomatik,3DL5966818
2DL-9PM,2D Lotto 9PM,"[""16"", ""10""]",16-10,2024-01-15,21:00,0,0,lottomatik,2DL5967057
3DL-9PM,3D Lotto 9PM,"[""1"", ""3"", ""8""]",1-3-8,2024-01-15,21:00,0,0,lottomatik,3DL5967056
