pair_or_transition,first,second,count,draw_support_pct
30>29,30,29,4,0.151
30>31,30,31,4,0.151
31>14,31,14,4,0.151
31>15,31,15,4,0.151
31>17,31,17,4,0.151
31>23,31,23,4,0.151
31>24,31,24,4,0.151
31>25,31,25,4,0.151
01>05,01,05,3,0.1133
01>10,01,10,3,0.1133
01>14,01,14,3,0.1133
01>20,01,20,3,0.1133
01>22,01,22,3,0.1133
01>26,01,26,3,0.1133
01>27,01,27,3,0.1133
02>03,02,03,3,0.1133
02>10,02,10,3,0.1133
02>14,02,14,3,0.1133
02>22,02,22,3,0.1133
02>24,02,24,3,0.1133
02>30,02,30,3,0.1133
03>07,03,07,3,0.1133
03>10,03,10,3,0.1133
03>14,03,14,3,0.1133
03>17,03,17,3,0.1133
03>20,03,20,3,0.1133
03>21,03,21,3,0.1133
03>23,03,23,3,0.1133
03>31,03,31,3,0.1133
04>04,04,04,3,0.1133
04>11,04,11,3,0.1133
04>14,04,14,3,0.1133
04>23,04,23,3,0.1133
04>27,04,27,3,0.1133
05>09,05,09,3,0.1133
05>10,05,10,3,0.1133
05>11,05,11,3,0.1133
05>12,05,12,3,0.1133
05>14,05,14,3,0.1133
05>19,05,19,3,0.1133
05>25,05,25,3,0.1133
05>29,05,29,3,0.1133
05>31,05,31,3,0.1133
06>06,06,06,3,0.1133
06>07,06,07,3,0.1133
06>11,06,11,3,0.1133
06>13,06,13,3,0.1133
06>15,06,15,3,0.1133
06>16,06,16,3,0.1133
06>23,06,23,3,0.1133
06>26,06,26,3,0.1133
06>29,06,29,3,0.1133
07>06,07,06,3,0.1133
07>07,07,07,3,0.1133
07>11,07,11,3,0.1133
07>15,07,15,3,0.1133
07>19,07,19,3,0.1133
07>26,07,26,3,0.1133
07>29,07,29,3,0.1133
08>01,08,01,3,0.1133
08>12,08,12,3,0.1133
08>13,08,13,3,0.1133
08>17,08,17,3,0.1133
08>19,08,19,3,0.1133
08>22,08,22,3,0.1133
08>28,08,28,3,0.1133
08>30,08,30,3,0.1133
09>13,09,13,3,0.1133
09>18,09,18,3,0.1133
09>20,09,20,3,0.1133
09>24,09,24,3,0.1133
10>07,10,07,3,0.1133
10>11,10,11,3,0.1133
10>18,10,18,3,0.1133
10>23,10,23,3,0.1133
10>26,10,26,3,0.1133
10>29,10,29,3,0.1133
11>05,11,05,3,0.1133
11>11,11,11,3,0.1133
11>16,11,16,3,0.1133
11>17,11,17,3,0.1133
11>19,11,19,3,0.1133
11>20,11,20,3,0.1133
11>22,11,22,3,0.1133
11>23,11,23,3,0.1133
12>03,12,03,3,0.1133
12>14,12,14,3,0.1133
12>18,12,18,3,0.1133
12>19,12,19,3,0.1133
12>24,12,24,3,0.1133
12>25,12,25,3,0.1133
12>30,12,30,3,0.1133
13>08,13,08,3,0.1133
13>10,13,10,3,0.1133
13>11,13,11,3,0.1133
13>14,13,14,3,0.1133
13>16,13,16,3,0.1133
13>17,13,17,3,0.1133
13>25,13,25,3,0.1133
14>07,14,07,3,0.1133
14>12,14,12,3,0.1133
14>15,14,15,3,0.1133
14>16,14,16,3,0.1133
14>22,14,22,3,0.1133
14>23,14,23,3,0.1133
14>24,14,24,3,0.1133
14>28,14,28,3,0.1133
14>31,14,31,3,0.1133
15>01,15,01,3,0.1133
15>08,15,08,3,0.1133
15>19,15,19,3,0.1133
15>20,15,20,3,0.1133
15>22,15,22,3,0.1133
15>28,15,28,3,0.1133
16>03,16,03,3,0.1133
16>05,16,05,3,0.1133
16>14,16,14,3,0.1133
16>17,16,17,3,0.1133
16>29,16,29,3,0.1133
16>31,16,31,3,0.1133
17>02,17,02,3,0.1133
17>03,17,03,3,0.1133
17>12,17,12,3,0.1133
17>15,17,15,3,0.1133
17>18,17,18,3,0.1133
17>21,17,21,3,0.1133
18>03,18,03,3,0.1133
18>04,18,04,3,0.1133
18>05,18,05,3,0.1133
18>11,18,11,3,0.1133
18>12,18,12,3,0.1133
18>16,18,16,3,0.1133
18>18,18,18,3,0.1133
18>24,18,24,3,0.1133
18>27,18,27,3,0.1133
18>31,18,31,3,0.1133
19>04,19,04,3,0.1133
19>05,19,05,3,0.1133
19>07,19,07,3,0.1133
19>08,19,08,3,0.1133
19>21,19,21,3,0.1133
19>27,19,27,3,0.1133
20>03,20,03,3,0.1133
20>04,20,04,3,0.1133
20>05,20,05,3,0.1133
20>14,20,14,3,0.1133
20>19,20,19,3,0.1133
20>31,20,31,3,0.1133
21>03,21,03,3,0.1133
21>04,21,04,3,0.1133
21>05,21,05,3,0.1133
21>07,21,07,3,0.1133
21>10,21,10,3,0.1133
21>14,21,14,3,0.1133
21>15,21,15,3,0.1133
21>23,21,23,3,0.1133
21>24,21,24,3,0.1133
21>29,21,29,3,0.1133
21>30,21,30,3,0.1133
21>31,21,31,3,0.1133
22>06,22,06,3,0.1133
22>14,22,14,3,0.1133
22>18,22,18,3,0.1133
22>19,22,19,3,0.1133
22>31,22,31,3,0.1133
23>06,23,06,3,0.1133
23>16,23,16,3,0.1133
23>18,23,18,3,0.1133
23>20,23,20,3,0.1133
23>22,23,22,3,0.1133
23>24,23,24,3,0.1133
23>26,23,26,3,0.1133
23>27,23,27,3,0.1133
24>03,24,03,3,0.1133
24>05,24,05,3,0.1133
24>07,24,07,3,0.1133
24>13,24,13,3,0.1133
24>16,24,16,3,0.1133
24>20,24,20,3,0.1133
24>22,24,22,3,0.1133
24>24,24,24,3,0.1133
24>25,24,25,3,0.1133
25>07,25,07,3,0.1133
25>11,25,11,3,0.1133
25>12,25,12,3,0.1133
25>17,25,17,3,0.1133
25>19,25,19,3,0.1133
25>22,25,22,3,0.1133
25>24,25,24,3,0.1133
26>04,26,04,3,0.1133
26>06,26,06,3,0.1133
26>13,26,13,3,0.1133
26>28,26,28,3,0.1133
26>30,26,30,3,0.1133
26>31,26,31,3,0.1133
27>05,27,05,3,0.1133
27>06,27,06,3,0.1133
27>09,27,09,3,0.1133
27>10,27,10,3,0.1133
27>12,27,12,3,0.1133
27>14,27,14,3,0.1133
27>16,27,16,3,0.1133
27>22,27,22,3,0.1133
27>26,27,26,3,0.1133
28>01,28,01,3,0.1133
28>10,28,10,3,0.1133
28>22,28,22,3,0.1133
28>23,28,23,3,0.1133
28>26,28,26,3,0.1133
29>01,29,01,3,0.1133
29>09,29,09,3,0.1133
29>19,29,19,3,0.1133
30>01,30,01,3,0.1133
30>06,30,06,3,0.1133
30>07,30,07,3,0.1133
30>26,30,26,3,0.1133
31>01,31,01,3,0.1133
31>04,31,04,3,0.1133
31>06,31,06,3,0.1133
31>10,31,10,3,0.1133
31>19,31,19,3,0.1133
31>20,31,20,3,0.1133
31>31,31,31,3,0.1133
01>11,01,11,2,0.0755
01>12,01,12,2,0.0755
01>17,01,17,2,0.0755
01>29,01,29,2,0.0755
01>30,01,30,2,0.0755
02>04,02,04,2,0.0755
02>05,02,05,2,0.0755
02>08,02,08,2,0.0755
02>17,02,17,2,0.0755
02>20,02,20,2,0.0755
02>31,02,31,2,0.0755
03>06,03,06,2,0.0755
03>09,03,09,2,0.0755
03>22,03,22,2,0.0755
03>24,03,24,2,0.0755
03>27,03,27,2,0.0755
03>28,03,28,2,0.0755
03>29,03,29,2,0.0755
04>05,04,05,2,0.0755
04>06,04,06,2,0.0755
04>17,04,17,2,0.0755
04>30,04,30,2,0.0755
05>01,05,01,2,0.0755
05>05,05,05,2,0.0755
05>06,05,06,2,0.0755
05>16,05,16,2,0.0755
05>18,05,18,2,0.0755
05>23,05,23,2,0.0755
05>26,05,26,2,0.0755
05>28,05,28,2,0.0755
06>01,06,01,2,0.0755
06>02,06,02,2,0.0755
06>12,06,12,2,0.0755
06>27,06,27,2,0.0755
06>31,06,31,2,0.0755
07>03,07,03,2,0.0755
07>08,07,08,2,0.0755
07>09,07,09,2,0.0755
07>10,07,10,2,0.0755
07>17,07,17,2,0.0755
07>18,07,18,2,0.0755
07>25,07,25,2,0.0755
07>28,07,28,2,0.0755
07>30,07,30,2,0.0755
08>03,08,03,2,0.0755
08>07,08,07,2,0.0755
08>11,08,11,2,0.0755
08>14,08,14,2,0.0755
08>18,08,18,2,0.0755
08>21,08,21,2,0.0755
08>23,08,23,2,0.0755
08>27,08,27,2,0.0755
08>29,08,29,2,0.0755
09>01,09,01,2,0.0755
09>03,09,03,2,0.0755
09>06,09,06,2,0.0755
09>11,09,11,2,0.0755
09>12,09,12,2,0.0755
09>19,09,19,2,0.0755
09>21,09,21,2,0.0755
09>23,09,23,2,0.0755
09>30,09,30,2,0.0755
09>31,09,31,2,0.0755
10>03,10,03,2,0.0755
10>04,10,04,2,0.0755
10>08,10,08,2,0.0755
10>13,10,13,2,0.0755
10>14,10,14,2,0.0755
10>15,10,15,2,0.0755
10>19,10,19,2,0.0755
10>22,10,22,2,0.0755
10>25,10,25,2,0.0755
10>30,10,30,2,0.0755
11>02,11,02,2,0.0755
11>03,11,03,2,0.0755
11>04,11,04,2,0.0755
11>06,11,06,2,0.0755
11>08,11,08,2,0.0755
11>09,11,09,2,0.0755
11>21,11,21,2,0.0755
11>25,11,25,2,0.0755
11>27,11,27,2,0.0755
12>01,12,01,2,0.0755
12>02,12,02,2,0.0755
12>04,12,04,2,0.0755
12>13,12,13,2,0.0755
12>20,12,20,2,0.0755
12>22,12,22,2,0.0755
13>02,13,02,2,0.0755
13>05,13,05,2,0.0755
13>09,13,09,2,0.0755
13>23,13,23,2,0.0755
13>24,13,24,2,0.0755
14>05,14,05,2,0.0755
14>09,14,09,2,0.0755
14>18,14,18,2,0.0755
14>21,14,21,2,0.0755
14>26,14,26,2,0.0755
14>27,14,27,2,0.0755
14>29,14,29,2,0.0755
15>02,15,02,2,0.0755
15>03,15,03,2,0.0755
15>06,15,06,2,0.0755
15>11,15,11,2,0.0755
15>12,15,12,2,0.0755
15>16,15,16,2,0.0755
15>25,15,25,2,0.0755
16>01,16,01,2,0.0755
16>02,16,02,2,0.0755
16>04,16,04,2,0.0755
16>10,16,10,2,0.0755
16>15,16,15,2,0.0755
16>25,16,25,2,0.0755
17>04,17,04,2,0.0755
17>09,17,09,2,0.0755
17>10,17,10,2,0.0755
17>24,17,24,2,0.0755
17>28,17,28,2,0.0755
17>31,17,31,2,0.0755
18>01,18,01,2,0.0755
18>02,18,02,2,0.0755
18>06,18,06,2,0.0755
18>10,18,10,2,0.0755
18>13,18,13,2,0.0755
18>15,18,15,2,0.0755
18>17,18,17,2,0.0755
18>22,18,22,2,0.0755
18>26,18,26,2,0.0755
18>29,18,29,2,0.0755
19>01,19,01,2,0.0755
19>06,19,06,2,0.0755
19>13,19,13,2,0.0755
19>15,19,15,2,0.0755
19>18,19,18,2,0.0755
19>24,19,24,2,0.0755
19>26,19,26,2,0.0755
19>30,19,30,2,0.0755
20>02,20,02,2,0.0755
20>17,20,17,2,0.0755
20>20,20,20,2,0.0755
20>23,20,23,2,0.0755
20>26,20,26,2,0.0755
20>27,20,27,2,0.0755
20>28,20,28,2,0.0755
21>09,21,09,2,0.0755
21>11,21,11,2,0.0755
21>22,21,22,2,0.0755
21>27,21,27,2,0.0755
22>03,22,03,2,0.0755
22>07,22,07,2,0.0755
22>16,22,16,2,0.0755
22>17,22,17,2,0.0755
23>01,23,01,2,0.0755
23>02,23,02,2,0.0755
23>05,23,05,2,0.0755
23>07,23,07,2,0.0755
23>09,23,09,2,0.0755
23>10,23,10,2,0.0755
23>13,23,13,2,0.0755
23>14,23,14,2,0.0755
23>31,23,31,2,0.0755
24>08,24,08,2,0.0755
24>15,24,15,2,0.0755
24>17,24,17,2,0.0755
24>18,24,18,2,0.0755
24>27,24,27,2,0.0755
24>29,24,29,2,0.0755
24>30,24,30,2,0.0755
25>03,25,03,2,0.0755
25>08,25,08,2,0.0755
25>20,25,20,2,0.0755
25>21,25,21,2,0.0755
25>23,25,23,2,0.0755
25>25,25,25,2,0.0755
25>29,25,29,2,0.0755
26>03,26,03,2,0.0755
26>09,26,09,2,0.0755
26>16,26,16,2,0.0755
26>18,26,18,2,0.0755
26>19,26,19,2,0.0755
26>26,26,26,2,0.0755
27>18,27,18,2,0.0755
27>20,27,20,2,0.0755
27>31,27,31,2,0.0755
28>04,28,04,2,0.0755
28>06,28,06,2,0.0755
28>18,28,18,2,0.0755
28>28,28,28,2,0.0755
29>03,29,03,2,0.0755
29>04,29,04,2,0.0755
29>06,29,06,2,0.0755
29>12,29,12,2,0.0755
29>14,29,14,2,0.0755
29>15,29,15,2,0.0755
29>22,29,22,2,0.0755
29>27,29,27,2,0.0755
29>30,29,30,2,0.0755
30>02,30,02,2,0.0755
30>05,30,05,2,0.0755
30>08,30,08,2,0.0755
30>15,30,15,2,0.0755
30>18,30,18,2,0.0755
30>27,30,27,2,0.0755
30>28,30,28,2,0.0755
31>02,31,02,2,0.0755
31>05,31,05,2,0.0755
31>12,31,12,2,0.0755
31>18,31,18,2,0.0755
31>21,31,21,2,0.0755
31>22,31,22,2,0.0755
31>29,31,29,2,0.0755
31>30,31,30,2,0.0755
01>01,01,01,1,0.0378
01>06,01,06,1,0.0378
01>08,01,08,1,0.0378
01>24,01,24,1,0.0378
02>09,02,09,1,0.0378
02>12,02,12,1,0.0378
02>25,02,25,1,0.0378
02>26,02,26,1,0.0378
02>27,02,27,1,0.0378
03>02,03,02,1,0.0378
03>03,03,03,1,0.0378
03>08,03,08,1,0.0378
03>18,03,18,1,0.0378
03>19,03,19,1,0.0378
03>25,03,25,1,0.0378
03>26,03,26,1,0.0378
04>01,04,01,1,0.0378
04>02,04,02,1,0.0378
04>03,04,03,1,0.0378
04>08,04,08,1,0.0378
04>10,04,10,1,0.0378
04>15,04,15,1,0.0378
04>20,04,20,1,0.0378
04>24,04,24,1,0.0378
04>25,04,25,1,0.0378
05>04,05,04,1,0.0378
05>08,05,08,1,0.0378
05>13,05,13,1,0.0378
05>17,05,17,1,0.0378
05>20,05,20,1,0.0378
05>21,05,21,1,0.0378
05>30,05,30,1,0.0378
06>17,06,17,1,0.0378
06>18,06,18,1,0.0378
06>22,06,22,1,0.0378
06>30,06,30,1,0.0378
07>13,07,13,1,0.0378
07>14,07,14,1,0.0378
07>22,07,22,1,0.0378
07>27,07,27,1,0.0378
07>31,07,31,1,0.0378
08>04,08,04,1,0.0378
08>06,08,06,1,0.0378
08>08,08,08,1,0.0378
08>10,08,10,1,0.0378
08>15,08,15,1,0.0378
08>25,08,25,1,0.0378
08>26,08,26,1,0.0378
09>10,09,10,1,0.0378
09>17,09,17,1,0.0378
09>27,09,27,1,0.0378
09>28,09,28,1,0.0378
09>29,09,29,1,0.0378
10>02,10,02,1,0.0378
10>17,10,17,1,0.0378
10>24,10,24,1,0.0378
10>31,10,31,1,0.0378
11>15,11,15,1,0.0378
12>05,12,05,1,0.0378
12>08,12,08,1,0.0378
12>11,12,11,1,0.0378
12>12,12,12,1,0.0378
12>16,12,16,1,0.0378
12>27,12,27,1,0.0378
13>01,13,01,1,0.0378
13>06,13,06,1,0.0378
13>07,13,07,1,0.0378
13>12,13,12,1,0.0378
13>19,13,19,1,0.0378
13>22,13,22,1,0.0378
13>26,13,26,1,0.0378
13>30,13,30,1,0.0378
14>04,14,04,1,0.0378
14>10,14,10,1,0.0378
14>11,14,11,1,0.0378
14>13,14,13,1,0.0378
15>07,15,07,1,0.0378
15>10,15,10,1,0.0378
15>14,15,14,1,0.0378
15>24,15,24,1,0.0378
15>31,15,31,1,0.0378
16>08,16,08,1,0.0378
16>18,16,18,1,0.0378
16>20,16,20,1,0.0378
16>21,16,21,1,0.0378
16>22,16,22,1,0.0378
16>23,16,23,1,0.0378
16>28,16,28,1,0.0378
17>01,17,01,1,0.0378
17>05,17,05,1,0.0378
17>11,17,11,1,0.0378
17>14,17,14,1,0.0378
17>19,17,19,1,0.0378
17>23,17,23,1,0.0378
17>29,17,29,1,0.0378
17>30,17,30,1,0.0378
18>23,18,23,1,0.0378
18>30,18,30,1,0.0378
19>11,19,11,1,0.0378
19>14,19,14,1,0.0378
19>20,19,20,1,0.0378
19>23,19,23,1,0.0378
19>28,19,28,1,0.0378
20>08,20,08,1,0.0378
20>18,20,18,1,0.0378
20>21,20,21,1,0.0378
20>30,20,30,1,0.0378
21>17,21,17,1,0.0378
21>18,21,18,1,0.0378
21>19,21,19,1,0.0378
21>25,21,25,1,0.0378
21>26,21,26,1,0.0378
21>28,21,28,1,0.0378
22>05,22,05,1,0.0378
22>11,22,11,1,0.0378
22>13,22,13,1,0.0378
22>22,22,22,1,0.0378
22>24,22,24,1,0.0378
22>28,22,28,1,0.0378
22>30,22,30,1,0.0378
23>04,23,04,1,0.0378
23>23,23,23,1,0.0378
23>29,23,29,1,0.0378
23>30,23,30,1,0.0378
24>01,24,01,1,0.0378
24>02,24,02,1,0.0378
24>04,24,04,1,0.0378
24>06,24,06,1,0.0378
24>10,24,10,1,0.0378
24>23,24,23,1,0.0378
24>26,24,26,1,0.0378
24>28,24,28,1,0.0378
24>31,24,31,1,0.0378
25>01,25,01,1,0.0378
25>02,25,02,1,0.0378
25>04,25,04,1,0.0378
25>05,25,05,1,0.0378
25>27,25,27,1,0.0378
26>05,26,05,1,0.0378
26>07,26,07,1,0.0378
26>10,26,10,1,0.0378
26>11,26,11,1,0.0378
26>23,26,23,1,0.0378
26>25,26,25,1,0.0378
26>27,26,27,1,0.0378
27>02,27,02,1,0.0378
27>04,27,04,1,0.0378
27>13,27,13,1,0.0378
27>17,27,17,1,0.0378
27>19,27,19,1,0.0378
27>21,27,21,1,0.0378
27>29,27,29,1,0.0378
28>12,28,12,1,0.0378
28>14,28,14,1,0.0378
28>16,28,16,1,0.0378
28>25,28,25,1,0.0378
28>31,28,31,1,0.0378
29>02,29,02,1,0.0378
29>07,29,07,1,0.0378
29>10,29,10,1,0.0378
29>20,29,20,1,0.0378
29>23,29,23,1,0.0378
29>28,29,28,1,0.0378
30>10,30,10,1,0.0378
30>11,30,11,1,0.0378
30>12,30,12,1,0.0378
30>14,30,14,1,0.0378
30>16,30,16,1,0.0378
30>17,30,17,1,0.0378
30>22,30,22,1,0.0378
30>30,30,30,1,0.0378
31>03,31,03,1,0.0378
31>07,31,07,1,0.0378
31>11,31,11,1,0.0378
31>13,31,13,1,0.0378
31>16,31,16,1,0.0378
31>26,31,26,1,0.0378
31>27,31,27,1,0.0378
