pair_or_transition,first,second,count,draw_support_pct
03-29,03,29,2,0.5051
05-07,05,07,2,0.5051
05-32,05,32,2,0.5051
06-19,06,19,2,0.5051
07-18,07,18,2,0.5051
07-31,07,31,2,0.5051
07-32,07,32,2,0.5051
11-26,11,26,2,0.5051
11-27,11,27,2,0.5051
12-18,12,18,2,0.5051
12-26,12,26,2,0.5051
13-16,13,16,2,0.5051
13-36,13,36,2,0.5051
13-38,13,38,2,0.5051
15-34,15,34,2,0.5051
16-21,16,21,2,0.5051
16-39,16,39,2,0.5051
19-22,19,22,2,0.5051
20-25,20,25,2,0.5051
20-26,20,26,2,0.5051
20-37,20,37,2,0.5051
20-38,20,38,2,0.5051
20-39,20,39,2,0.5051
21-22,21,22,2,0.5051
21-31,21,31,2,0.5051
21-40,21,40,2,0.5051
24-26,24,26,2,0.5051
25-26,25,26,2,0.5051
26-31,26,31,2,0.5051
26-38,26,38,2,0.5051
26-41,26,41,2,0.5051
26-44,26,44,2,0.5051
27-30,27,30,2,0.5051
30-36,30,36,2,0.5051
30-45,30,45,2,0.5051
36-39,36,39,2,0.5051
37-40,37,40,2,0.5051
40-43,40,43,2,0.5051
02-16,02,16,1,0.2525
05-39,05,39,1,0.2525
06-22,06,22,1,0.2525
07-10,07,10,1,0.2525
07-14,07,14,1,0.2525
10-13,10,13,1,0.2525
10-26,10,26,1,0.2525
12-16,12,16,1,0.2525
12-39,12,39,1,0.2525
12-44,12,44,1,0.2525
13-45,13,45,1,0.2525
18-39,18,39,1,0.2525
19-40,19,40,1,0.2525
19-43,19,43,1,0.2525
20-35,20,35,1,0.2525
26-28,26,28,1,0.2525
31-32,31,32,1,0.2525
32-38,32,38,1,0.2525
