game_code,game,numbers,combination,draw_date,draw_time,jackpot,winners
3DL-9PM,3D Lotto 9PM,"[""7"", ""4"", ""9""]",7-4-9,2024-04-24,21:00,0,0
4DL,4D Lotto,"[""4"", ""4"", ""0"", ""0""]",4-4-0-0,2024-04-24,21:00,0,0
GL55,Grand Lotto 6/55,"[""30"", ""43"", ""55"", ""41"", ""50"", ""37""]",30-43-55-41-50-37,2024-04-24,21:00,0,0
ML45,Megalotto 6/45,"[""09"", ""32"", ""26"", ""43"", ""17"", ""35""]",09-32-26-43-17-35,2024-04-24,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""01"", ""13""]",01-13,2024-04-25,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""0"", ""6"", ""8""]",0-6-8,2024-04-25,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""27"", ""24""]",27-24,2024-04-25,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""2"", ""8"", ""1""]",2-8-1,2024-04-25,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""31"", ""17""]",31-17,2024-04-25,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""8"", ""5"", ""1""]",8-5-1,2024-04-25,21:00,0,0
6DL,6D Lotto,"[""2"", ""1"", ""2"", ""3"", ""2"", ""2""]",2-1-2-3-2-2,2024-04-25,21:00,0,0
LOTTO42,Lotto 6/42,"[""08"", ""14"", ""41"", ""37"", ""31"", ""35""]",08-14-41-37-31-35,2024-04-25,21:00,0,0
SL49,Superlotto 6/49,"[""47"", ""11"", ""36"", ""29"", ""21"", ""38""]",47-11-36-29-21-38,2024-04-25,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""28"", ""13""]",28-13,2024-04-26,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""3"", ""2"", ""0""]",3-2-0,2024-04-26,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""05"", ""07""]",05-07,2024-04-26,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""2"", ""3"", ""6""]",2-3-6,2024-04-26,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""25"", ""22""]",25-22,2024-04-26,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""3"", ""9""]",9-3-9,2024-04-26,21:00,0,0
4DL,4D Lotto,"[""7"", ""4"", ""1"", ""5""]",7-4-1-5,2024-04-26,21:00,0,0
ML45,Megalotto 6/45,"[""36"", ""25"", ""40"", ""11"", ""10"", ""42""]",36-25-40-11-10-42,2024-04-26,21:00,0,0
UL58,Ultra Lotto 6/58,"[""02"", ""24"", ""22"", ""47"", ""49"", ""21""]",02-24-22-47-49-21,2024-04-26,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""30"", ""21""]",30-21,2024-04-27,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""2"", ""3"", ""6""]",2-3-6,2024-04-27,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""02"", ""24""]",02-24,2024-04-27,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""6"", ""3"", ""8""]",6-3-8,2024-04-27,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""27"", ""11""]",27-11,2024-04-27,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""6"", ""0"", ""7""]",6-0-7,2024-04-27,21:00,0,0
6DL,6D Lotto,"[""5"", ""8"", ""8"", ""1"", ""9"", ""0""]",5-8-8-1-9-0,2024-04-27,21:00,0,0
GL55,Grand Lotto 6/55,"[""45"", ""54"", ""09"", ""31"", ""47"", ""08""]",45-54-09-31-47-08,2024-04-27,21:00,0,0
LOTTO42,Lotto 6/42,"[""19"", ""13"", ""06"", ""10"", ""02"", ""30""]",19-13-06-10-02-30,2024-04-27,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""02"", ""28""]",02-28,2024-04-28,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""4"", ""6"", ""3""]",4-6-3,2024-04-28,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""01"", ""10""]",01-10,2024-04-28,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""2"", ""3"", ""6""]",2-3-6,2024-04-28,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""30"", ""17""]",30-17,2024-04-28,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""8"", ""5"", ""7""]",8-5-7,2024-04-28,21:00,0,0
SL49,Superlotto 6/49,"[""47"", ""37"", ""09"", ""31"", ""17"", ""44""]",47-37-09-31-17-44,2024-04-28,21:00,0,0
UL58,Ultra Lotto 6/58,"[""46"", ""32"", ""52"", ""15"", ""20"", ""21""]",46-32-52-15-20-21,2024-04-28,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""18"", ""23""]",18-23,2024-04-29,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""8"", ""5"", ""4""]",8-5-4,2024-04-29,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""18"", ""30""]",18-30,2024-04-29,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""5"", ""4""]",7-5-4,2024-04-29,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""21"", ""16""]",21-16,2024-04-29,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""7"", ""1"", ""1""]",7-1-1,2024-04-29,21:00,0,0
4DL,4D Lotto,"[""5"", ""7"", ""3"", ""0""]",5-7-3-0,2024-04-29,21:00,0,0
GL55,Grand Lotto 6/55,"[""29"", ""32"", ""19"", ""47"", ""30"", ""02""]",29-32-19-47-30-02,2024-04-29,21:00,0,0
ML45,Megalotto 6/45,"[""38"", ""41"", ""20"", ""27"", ""13"", ""02""]",38-41-20-27-13-02,2024-04-29,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""07"", ""17""]",07-17,2024-04-30,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""4"", ""1"", ""8""]",4-1-8,2024-04-30,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""08"", ""10""]",08-10,2024-04-30,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""6"", ""4""]",7-6-4,2024-04-30,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""06"", ""16""]",06-16,2024-04-30,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""3"", ""2"", ""3""]",3-2-3,2024-04-30,21:00,0,0
6DL,6D Lotto,"[""7"", ""2"", ""4"", ""5"", ""6"", ""3""]",7-2-4-5-6-3,2024-04-30,21:00,0,0
LOTTO42,Lotto 6/42,"[""41"", ""37"", ""10"", ""05"", ""24"", ""08""]",41-37-10-05-24-08,2024-04-30,21:00,0,0
SL49,Superlotto 6/49,"[""42"", ""19"", ""03"", ""43"", ""23"", ""17""]",42-19-03-43-23-17,2024-04-30,21:00,0,0
UL58,Ultra Lotto 6/58,"[""09"", ""56"", ""36"", ""07"", ""55"", ""54""]",09-56-36-07-55-54,2024-04-30,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""21"", ""24""]",21-24,2024-05-01,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""9"", ""8"", ""4""]",9-8-4,2024-05-01,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""26"", ""13""]",26-13,2024-05-01,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""2"", ""6"", ""5""]",2-6-5,2024-05-01,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""24"", ""11""]",24-11,2024-05-01,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""7"", ""5""]",0-7-5,2024-05-01,21:00,0,0
4DL,4D Lotto,"[""9"", ""4"", ""4"", ""9""]",9-4-4-9,2024-05-01,21:00,0,0
GL55,Grand Lotto 6/55,"[""45"", ""16"", ""42"", ""41"", ""50"", ""01""]",45-16-42-41-50-01,2024-05-01,21:00,0,0
ML45,Megalotto 6/45,"[""29"", ""28"", ""38"", ""42"", ""23"", ""27""]",29-28-38-42-23-27,2024-05-01,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""17"", ""02""]",17-02,2024-05-02,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""6"", ""0"", ""1""]",6-0-1,2024-05-02,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""25"", ""06""]",25-06,2024-05-02,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""6"", ""6"", ""0""]",6-6-0,2024-05-02,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""25"", ""16""]",25-16,2024-05-02,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""8"", ""2""]",4-8-2,2024-05-02,21:00,0,0
6DL,6D Lotto,"[""2"", ""5"", ""8"", ""7"", ""7"", ""3""]",2-5-8-7-7-3,2024-05-02,21:00,0,0
LOTTO42,Lotto 6/42,"[""02"", ""39"", ""04"", ""23"", ""01"", ""25""]",02-39-04-23-01-25,2024-05-02,21:00,0,0
SL49,Superlotto 6/49,"[""17"", ""01"", ""13"", ""44"", ""21"", ""48""]",17-01-13-44-21-48,2024-05-02,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""30"", ""21""]",30-21,2024-05-03,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""0"", ""2"", ""1""]",0-2-1,2024-05-03,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""24"", ""05""]",24-05,2024-05-03,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""3"", ""1""]",3-3-1,2024-05-03,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""22"", ""14""]",22-14,2024-05-03,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""6"", ""0"", ""6""]",6-0-6,2024-05-03,21:00,0,0
4DL,4D Lotto,"[""6"", ""5"", ""8"", ""1""]",6-5-8-1,2024-05-03,21:00,0,0
ML45,Megalotto 6/45,"[""36"", ""03"", ""05"", ""19"", ""41"", ""12""]",36-03-05-19-41-12,2024-05-03,21:00,0,0
UL58,Ultra Lotto 6/58,"[""32"", ""30"", ""08"", ""03"", ""51"", ""06""]",32-30-08-03-51-06,2024-05-03,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""14"", ""24""]",14-24,2024-05-04,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""6"", ""9"", ""0""]",6-9-0,2024-05-04,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""28"", ""30""]",28-30,2024-05-04,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""1"", ""5"", ""2""]",1-5-2,2024-05-04,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""12"", ""23""]",12-23,2024-05-04,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""6"", ""1"", ""7""]",6-1-7,2024-05-04,21:00,0,0
6DL,6D Lotto,"[""9"", ""0"", ""6"", ""6"", ""0"", ""0""]",9-0-6-6-0-0,2024-05-04,21:00,0,0
GL55,Grand Lotto 6/55,"[""48"", ""41"", ""04"", ""40"", ""24"", ""43""]",48-41-04-40-24-43,2024-05-04,21:00,0,0
LOTTO42,Lotto 6/42,"[""05"", ""37"", ""41"", ""30"", ""38"", ""16""]",05-37-41-30-38-16,2024-05-04,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""20"", ""05""]",20-05,2024-05-05,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""9"", ""6"", ""7""]",9-6-7,2024-05-05,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""13"", ""22""]",13-22,2024-05-05,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""2"", ""1"", ""6""]",2-1-6,2024-05-05,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""19"", ""21""]",19-21,2024-05-05,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""5"", ""4""]",0-5-4,2024-05-05,21:00,0,0
SL49,Superlotto 6/49,"[""42"", ""34"", ""41"", ""15"", ""47"", ""40""]",42-34-41-15-47-40,2024-05-05,21:00,0,0
UL58,Ultra Lotto 6/58,"[""04"", ""48"", ""28"", ""17"", ""22"", ""33""]",04-48-28-17-22-33,2024-05-05,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""15"", ""23""]",15-23,2024-05-06,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""1"", ""5"", ""6""]",1-5-6,2024-05-06,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""18"", ""06""]",18-06,2024-05-06,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""6"", ""0""]",3-6-0,2024-05-06,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""05"", ""11""]",05-11,2024-05-06,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""1"", ""3""]",0-1-3,2024-05-06,21:00,0,0
4DL,4D Lotto,"[""6"", ""4"", ""2"", ""3""]",6-4-2-3,2024-05-06,21:00,0,0
GL55,Grand Lotto 6/55,"[""36"", ""52"", ""29"", ""24"", ""28"", ""42""]",36-52-29-24-28-42,2024-05-06,21:00,0,0
ML45,Megalotto 6/45,"[""30"", ""09"", ""31"", ""02"", ""18"", ""06""]",30-09-31-02-18-06,2024-05-06,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""07"", ""20""]",07-20,2024-05-07,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""8"", ""4"", ""6""]",8-4-6,2024-05-07,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""13"", ""20""]",13-20,2024-05-07,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""0"", ""3"", ""4""]",0-3-4,2024-05-07,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""27"", ""14""]",27-14,2024-05-07,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""2"", ""5""]",4-2-5,2024-05-07,21:00,0,0
6DL,6D Lotto,"[""2"", ""1"", ""8"", ""6"", ""4"", ""0""]",2-1-8-6-4-0,2024-05-07,21:00,0,0
LOTTO42,Lotto 6/42,"[""25"", ""07"", ""05"", ""04"", ""09"", ""02""]",25-07-05-04-09-02,2024-05-07,21:00,0,0
SL49,Superlotto 6/49,"[""40"", ""18"", ""07"", ""06"", ""24"", ""27""]",40-18-07-06-24-27,2024-05-07,21:00,0,0
UL58,Ultra Lotto 6/58,"[""35"", ""11"", ""09"", ""40"", ""55"", ""19""]",35-11-09-40-55-19,2024-05-07,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""15"", ""01""]",15-01,2024-05-08,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""3"", ""2"", ""0""]",3-2-0,2024-05-08,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""29"", ""13""]",29-13,2024-05-08,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""2"", ""2"", ""9""]",2-2-9,2024-05-08,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""17"", ""08""]",17-08,2024-05-08,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""8"", ""7"", ""3""]",8-7-3,2024-05-08,21:00,0,0
4DL,4D Lotto,"[""5"", ""8"", ""4"", ""1""]",5-8-4-1,2024-05-08,21:00,0,0
GL55,Grand Lotto 6/55,"[""01"", ""39"", ""28"", ""20"", ""07"", ""27""]",01-39-28-20-07-27,2024-05-08,21:00,0,0
ML45,Megalotto 6/45,"[""04"", ""39"", ""14"", ""20"", ""28"", ""41""]",04-39-14-20-28-41,2024-05-08,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""18"", ""08""]",18-08,2024-05-09,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""2"", ""3"", ""7""]",2-3-7,2024-05-09,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""03"", ""28""]",03-28,2024-05-09,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""0"", ""8"", ""6""]",0-8-6,2024-05-09,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""01"", ""06""]",01-06,2024-05-09,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""7"", ""4"", ""1""]",7-4-1,2024-05-09,21:00,0,0
6DL,6D Lotto,"[""9"", ""9"", ""7"", ""4"", ""3"", ""9""]",9-9-7-4-3-9,2024-05-09,21:00,0,0
LOTTO42,Lotto 6/42,"[""15"", ""06"", ""33"", ""18"", ""16"", ""13""]",15-06-33-18-16-13,2024-05-09,21:00,0,0
SL49,Superlotto 6/49,"[""10"", ""13"", ""06"", ""09"", ""39"", ""04""]",10-13-06-09-39-04,2024-05-09,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""31"", ""16""]",31-16,2024-05-10,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""2"", ""8"", ""9""]",2-8-9,2024-05-10,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""31"", ""15""]",31-15,2024-05-10,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""7"", ""3""]",7-7-3,2024-05-10,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""02"", ""16""]",02-16,2024-05-10,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""8"", ""3""]",0-8-3,2024-05-10,21:00,0,0
4DL,4D Lotto,"[""8"", ""5"", ""5"", ""8""]",8-5-5-8,2024-05-10,21:00,0,0
ML45,Megalotto 6/45,"[""19"", ""30"", ""37"", ""32"", ""03"", ""42""]",19-30-37-32-03-42,2024-05-10,21:00,0,0
UL58,Ultra Lotto 6/58,"[""51"", ""56"", ""06"", ""38"", ""54"", ""39""]",51-56-06-38-54-39,2024-05-10,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""20"", ""12""]",20-12,2024-05-11,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""1"", ""6"", ""9""]",1-6-9,2024-05-11,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""04"", ""28""]",04-28,2024-05-11,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""9"", ""7""]",7-9-7,2024-05-11,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""20"", ""20""]",20-20,2024-05-11,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""7"", ""2"", ""9""]",7-2-9,2024-05-11,21:00,0,0
6DL,6D Lotto,"[""2"", ""4"", ""1"", ""7"", ""3"", ""9""]",2-4-1-7-3-9,2024-05-11,21:00,0,0
GL55,Grand Lotto 6/55,"[""13"", ""39"", ""05"", ""33"", ""35"", ""11""]",13-39-05-33-35-11,2024-05-11,21:00,0,0
LOTTO42,Lotto 6/42,"[""10"", ""22"", ""14"", ""24"", ""17"", ""36""]",10-22-14-24-17-36,2024-05-11,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""22"", ""12""]",22-12,2024-05-12,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""8"", ""9"", ""5""]",8-9-5,2024-05-12,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""03"", ""15""]",03-15,2024-05-12,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""6"", ""8"", ""5""]",6-8-5,2024-05-12,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""09"", ""23""]",09-23,2024-05-12,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""3"", ""7""]",0-3-7,2024-05-12,21:00,0,0
SL49,Superlotto 6/49,"[""10"", ""18"", ""46"", ""41"", ""29"", ""36""]",10-18-46-41-29-36,2024-05-12,21:00,0,0
UL58,Ultra Lotto 6/58,"[""50"", ""56"", ""05"", ""44"", ""29"", ""53""]",50-56-05-44-29-53,2024-05-12,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""20"", ""01""]",20-01,2024-05-13,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""3"", ""5"", ""4""]",3-5-4,2024-05-13,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""23"", ""15""]",23-15,2024-05-13,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""0"", ""3"", ""6""]",0-3-6,2024-05-13,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""06"", ""30""]",06-30,2024-05-13,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""6"", ""4"", ""5""]",6-4-5,2024-05-13,21:00,0,0
4DL,4D Lotto,"[""3"", ""8"", ""9"", ""0""]",3-8-9-0,2024-05-13,21:00,0,0
GL55,Grand Lotto 6/55,"[""11"", ""21"", ""29"", ""04"", ""53"", ""31""]",11-21-29-04-53-31,2024-05-13,21:00,0,0
ML45,Megalotto 6/45,"[""21"", ""35"", ""38"", ""34"", ""41"", ""44""]",21-35-38-34-41-44,2024-05-13,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""04"", ""30""]",04-30,2024-05-14,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""9"", ""8"", ""7""]",9-8-7,2024-05-14,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""26"", ""12""]",26-12,2024-05-14,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""9"", ""8"", ""8""]",9-8-8,2024-05-14,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""03"", ""21""]",03-21,2024-05-14,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""9"", ""2""]",1-9-2,2024-05-14,21:00,0,0
6DL,6D Lotto,"[""9"", ""4"", ""4"", ""0"", ""5"", ""5""]",9-4-4-0-5-5,2024-05-14,21:00,0,0
LOTTO42,Lotto 6/42,"[""26"", ""36"", ""39"", ""17"", ""19"", ""15""]",26-36-39-17-19-15,2024-05-14,21:00,0,0
SL49,Superlotto 6/49,"[""28"", ""38"", ""25"", ""16"", ""04"", ""47""]",28-38-25-16-04-47,2024-05-14,21:00,0,0
UL58,Ultra Lotto 6/58,"[""54"", ""26"", ""48"", ""31"", ""30"", ""27""]",54-26-48-31-30-27,2024-05-14,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""08"", ""16""]",08-16,2024-05-15,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""1"", ""4"", ""7""]",1-4-7,2024-05-15,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""19"", ""27""]",19-27,2024-05-15,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""4"", ""7"", ""0""]",4-7-0,2024-05-15,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""24"", ""25""]",24-25,2024-05-15,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""1"", ""1""]",1-1-1,2024-05-15,21:00,0,0
4DL,4D Lotto,"[""9"", ""6"", ""1"", ""1""]",9-6-1-1,2024-05-15,21:00,0,0
GL55,Grand Lotto 6/55,"[""49"", ""53"", ""26"", ""41"", ""03"", ""17""]",49-53-26-41-03-17,2024-05-15,21:00,0,0
ML45,Megalotto 6/45,"[""17"", ""42"", ""21"", ""09"", ""32"", ""05""]",17-42-21-09-32-05,2024-05-15,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""22"", ""16""]",22-16,2024-05-16,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""1"", ""5"", ""9""]",1-5-9,2024-05-16,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""23"", ""08""]",23-08,2024-05-16,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""1"", ""9"", ""4""]",1-9-4,2024-05-16,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""08"", ""23""]",08-23,2024-05-16,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""6"", ""3""]",9-6-3,2024-05-16,21:00,0,0
6DL,6D Lotto,"[""5"", ""5"", ""1"", ""7"", ""5"", ""8""]",5-5-1-7-5-8,2024-05-16,21:00,0,0
LOTTO42,Lotto 6/42,"[""11"", ""23"", ""05"", ""22"", ""24"", ""03""]",11-23-05-22-24-03,2024-05-16,21:00,0,0
SL49,Superlotto 6/49,"[""05"", ""15"", ""04"", ""49"", ""30"", ""27""]",05-15-04-49-30-27,2024-05-16,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""17"", ""16""]",17-16,2024-05-17,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""1"", ""3"", ""0""]",1-3-0,2024-05-17,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""19"", ""29""]",19-29,2024-05-17,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""1"", ""9""]",3-1-9,2024-05-17,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""15"", ""13""]",15-13,2024-05-17,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""5"", ""6"", ""4""]",5-6-4,2024-05-17,21:00,0,0
4DL,4D Lotto,"[""0"", ""7"", ""0"", ""3""]",0-7-0-3,2024-05-17,21:00,0,0
ML45,Megalotto 6/45,"[""15"", ""27"", ""13"", ""24"", ""01"", ""44""]",15-27-13-24-01-44,2024-05-17,21:00,0,0
UL58,Ultra Lotto 6/58,"[""16"", ""48"", ""44"", ""56"", ""46"", ""38""]",16-48-44-56-46-38,2024-05-17,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""05"", ""18""]",05-18,2024-05-18,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""1"", ""5""]",5-1-5,2024-05-18,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""12"", ""20""]",12-20,2024-05-18,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""0"", ""3"", ""9""]",0-3-9,2024-05-18,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""31"", ""31""]",31-31,2024-05-18,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""5"", ""2""]",0-5-2,2024-05-18,21:00,0,0
6DL,6D Lotto,"[""6"", ""1"", ""5"", ""7"", ""5"", ""3""]",6-1-5-7-5-3,2024-05-18,21:00,0,0
GL55,Grand Lotto 6/55,"[""08"", ""16"", ""25"", ""44"", ""06"", ""34""]",08-16-25-44-06-34,2024-05-18,21:00,0,0
LOTTO42,Lotto 6/42,"[""36"", ""25"", ""39"", ""08"", ""24"", ""10""]",36-25-39-08-24-10,2024-05-18,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""24"", ""26""]",24-26,2024-05-19,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""6"", ""6"", ""6""]",6-6-6,2024-05-19,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""17"", ""03""]",17-03,2024-05-19,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""0"", ""8"", ""3""]",0-8-3,2024-05-19,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""16"", ""24""]",16-24,2024-05-19,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""3"", ""2"", ""7""]",3-2-7,2024-05-19,21:00,0,0
SL49,Superlotto 6/49,"[""16"", ""18"", ""17"", ""44"", ""37"", ""45""]",16-18-17-44-37-45,2024-05-19,21:00,0,0
UL58,Ultra Lotto 6/58,"[""02"", ""56"", ""44"", ""24"", ""27"", ""40""]",02-56-44-24-27-40,2024-05-19,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""21"", ""16""]",21-16,2024-05-20,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""2"", ""9"", ""1""]",2-9-1,2024-05-20,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""10"", ""06""]",10-06,2024-05-20,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""0"", ""2""]",3-0-2,2024-05-20,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""31"", ""13""]",31-13,2024-05-20,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""2"", ""1""]",4-2-1,2024-05-20,21:00,0,0
4DL,4D Lotto,"[""2"", ""2"", ""4"", ""0""]",2-2-4-0,2024-05-20,21:00,0,0
