game_code,game,numbers,combination,draw_date,draw_time,jackpot,winners
3DL-2PM,3D Lotto 2PM,"[""0"", ""4"", ""6""]",0-4-6,2023-12-23,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""15"", ""29""]",15-29,2023-12-23,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""3"", ""3""]",5-3-3,2023-12-23,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""12"", ""30""]",12-30,2023-12-23,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""4"", ""3""]",9-4-3,2023-12-23,21:00,0,0
6DL,6D Lotto,"[""4"", ""1"", ""5"", ""0"", ""4"", ""4""]",4-1-5-0-4-4,2023-12-23,21:00,0,0
GL55,Grand Lotto 6/55,"[""25"", ""21"", ""07"", ""49"", ""32"", ""22""]",25-21-07-49-32-22,2023-12-23,21:00,0,0
LOTTO42,Lotto 6/42,"[""33"", ""11"", ""38"", ""37"", ""32"", ""06""]",33-11-38-37-32-06,2023-12-23,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""08"", ""04""]",08-04,2023-12-24,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""0"", ""5"", ""4""]",0-5-4,2023-12-24,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""11"", ""11""]",11-11,2023-12-24,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""7"", ""0""]",7-7-0,2023-12-24,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""06"", ""14""]",06-14,2023-12-24,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""3""]",9-1-3,2023-12-24,21:00,0,0
SL49,Superlotto 6/49,"[""08"", ""12"", ""23"", ""29"", ""24"", ""44""]",08-12-23-29-24-44,2023-12-24,21:00,0,0
UL58,Ultra Lotto 6/58,"[""05"", ""06"", ""25"", ""13"", ""17"", ""16""]",05-06-25-13-17-16,2023-12-24,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""11"", ""02""]",11-02,2023-12-26,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""3"", ""4"", ""7""]",3-4-7,2023-12-26,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""04"", ""26""]",04-26,2023-12-26,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""8"", ""9"", ""0""]",8-9-0,2023-12-26,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""27"", ""12""]",27-12,2023-12-26,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""7"", ""6"", ""9""]",7-6-9,2023-12-26,21:00,0,0
6DL,6D Lotto,"[""6"", ""5"", ""2"", ""2"", ""2"", ""7""]",6-5-2-2-2-7,2023-12-26,21:00,0,0
LOTTO42,Lotto 6/42,"[""07"", ""32"", ""17"", ""01"", ""08"", ""09""]",07-32-17-01-08-09,2023-12-26,21:00,0,0
SL49,Superlotto 6/49,"[""30"", ""06"", ""48"", ""14"", ""49"", ""37""]",30-06-48-14-49-37,2023-12-26,21:00,0,0
UL58,Ultra Lotto 6/58,"[""42"", ""49"", ""16"", ""09"", ""06"", ""47""]",42-49-16-09-06-47,2023-12-26,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""18"", ""12""]",18-12,2023-12-27,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""9"", ""5"", ""2""]",9-5-2,2023-12-27,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""10"", ""28""]",10-28,2023-12-27,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""0"", ""8""]",3-0-8,2023-12-27,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""31"", ""08""]",31-08,2023-12-27,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""0"", ""4""]",0-0-4,2023-12-27,21:00,0,0
4DL,4D Lotto,"[""9"", ""7"", ""0"", ""3""]",9-7-0-3,2023-12-27,21:00,0,0
GL55,Grand Lotto 6/55,"[""27"", ""05"", ""51"", ""43"", ""54"", ""12""]",27-05-51-43-54-12,2023-12-27,21:00,0,0
ML45,Megalotto 6/45,"[""25"", ""18"", ""37"", ""13"", ""17"", ""39""]",25-18-37-13-17-39,2023-12-27,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""02"", ""20""]",02-20,2023-12-28,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""2"", ""1"", ""6""]",2-1-6,2023-12-28,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""12"", ""14""]",12-14,2023-12-28,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""3"", ""1""]",5-3-1,2023-12-28,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""12"", ""31""]",12-31,2023-12-28,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""3"", ""0""]",4-3-0,2023-12-28,21:00,0,0
6DL,6D Lotto,"[""1"", ""7"", ""7"", ""8"", ""1"", ""2""]",1-7-7-8-1-2,2023-12-28,21:00,0,0
LOTTO42,Lotto 6/42,"[""18"", ""34"", ""01"", ""11"", ""28"", ""04""]",18-34-01-11-28-04,2023-12-28,21:00,0,0
SL49,Superlotto 6/49,"[""06"", ""19"", ""07"", ""40"", ""43"", ""25""]",06-19-07-40-43-25,2023-12-28,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""04"", ""09""]",04-09,2023-12-29,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""1"", ""0""]",5-1-0,2023-12-29,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""19"", ""03""]",19-03,2023-12-29,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""5"", ""4""]",3-5-4,2023-12-29,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""24"", ""11""]",24-11,2023-12-29,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""2"", ""8""]",9-2-8,2023-12-29,21:00,0,0
4DL,4D Lotto,"[""3"", ""7"", ""4"", ""5""]",3-7-4-5,2023-12-29,21:00,0,0
ML45,Megalotto 6/45,"[""06"", ""12"", ""28"", ""04"", ""16"", ""17""]",06-12-28-04-16-17,2023-12-29,21:00,0,0
UL58,Ultra Lotto 6/58,"[""19"", ""35"", ""25"", ""42"", ""58"", ""05""]",19-35-25-42-58-05,2023-12-29,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""17"", ""06""]",17-06,2023-12-30,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""7"", ""1""]",5-7-1,2023-12-30,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""28"", ""07""]",28-07,2023-12-30,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""9"", ""8""]",5-9-8,2023-12-30,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""24"", ""20""]",24-20,2023-12-30,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""0"", ""7""]",4-0-7,2023-12-30,21:00,0,0
6DL,6D Lotto,"[""9"", ""3"", ""8"", ""0"", ""2"", ""9""]",9-3-8-0-2-9,2023-12-30,21:00,0,0
GL55,Grand Lotto 6/55,"[""22"", ""05"", ""51"", ""48"", ""01"", ""25""]",22-05-51-48-01-25,2023-12-30,21:00,0,0
LOTTO42,Lotto 6/42,"[""12"", ""09"", ""18"", ""11"", ""05"", ""35""]",12-09-18-11-05-35,2023-12-30,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""11"", ""11""]",11-11,2023-12-31,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""6"", ""7"", ""6""]",6-7-6,2023-12-31,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""17"", ""01""]",17-01,2023-12-31,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""3"", ""6""]",3-3-6,2023-12-31,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""16"", ""07""]",16-07,2023-12-31,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""5"", ""6""]",1-5-6,2023-12-31,21:00,0,0
SL49,Superlotto 6/49,"[""15"", ""06"", ""41"", ""22"", ""49"", ""44""]",15-06-41-22-49-44,2023-12-31,21:00,0,0
UL58,Ultra Lotto 6/58,"[""44"", ""24"", ""30"", ""31"", ""01"", ""32""]",44-24-30-31-01-32,2023-12-31,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""12"", ""24""]",12-24,2024-01-02,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""5"", ""2""]",5-5-2,2024-01-02,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""08"", ""31""]",08-31,2024-01-02,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""4"", ""8"", ""2""]",4-8-2,2024-01-02,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""05"", ""21""]",05-21,2024-01-02,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""5"", ""4"", ""7""]",5-4-7,2024-01-02,21:00,0,0
6DL,6D Lotto,"[""1"", ""1"", ""2"", ""7"", ""2"", ""5""]",1-1-2-7-2-5,2024-01-02,21:00,0,0
LOTTO42,Lotto 6/42,"[""04"", ""22"", ""07"", ""10"", ""29"", ""14""]",04-22-07-10-29-14,2024-01-02,21:00,0,0
SL49,Superlotto 6/49,"[""07"", ""33"", ""42"", ""16"", ""32"", ""05""]",07-33-42-16-32-05,2024-01-02,21:00,0,0
UL58,Ultra Lotto 6/58,"[""58"", ""07"", ""40"", ""09"", ""56"", ""29""]",58-07-40-09-56-29,2024-01-02,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""23"", ""21""]",23-21,2024-01-03,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""2"", ""1"", ""4""]",2-1-4,2024-01-03,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""20"", ""09""]",20-09,2024-01-03,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""9"", ""3""]",5-9-3,2024-01-03,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""07"", ""09""]",07-09,2024-01-03,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""3"", ""0""]",0-3-0,2024-01-03,21:00,0,0
4DL,4D Lotto,"[""1"", ""1"", ""3"", ""9""]",1-1-3-9,2024-01-03,21:00,0,0
GL55,Grand Lotto 6/55,"[""52"", ""04"", ""24"", ""42"", ""26"", ""39""]",52-04-24-42-26-39,2024-01-03,21:00,0,0
ML45,Megalotto 6/45,"[""37"", ""29"", ""14"", ""17"", ""16"", ""22""]",37-29-14-17-16-22,2024-01-03,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""14"", ""12""]",14-12,2024-01-04,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""8"", ""6"", ""6""]",8-6-6,2024-01-04,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""30"", ""18""]",30-18,2024-01-04,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""8"", ""2"", ""1""]",8-2-1,2024-01-04,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""07"", ""16""]",07-16,2024-01-04,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""4"", ""3""]",1-4-3,2024-01-04,21:00,0,0
6DL,6D Lotto,"[""0"", ""7"", ""8"", ""4"", ""1"", ""3""]",0-7-8-4-1-3,2024-01-04,21:00,0,0
LOTTO42,Lotto 6/42,"[""22"", ""16"", ""09"", ""01"", ""42"", ""10""]",22-16-09-01-42-10,2024-01-04,21:00,0,0
SL49,Superlotto 6/49,"[""34"", ""04"", ""17"", ""28"", ""11"", ""30""]",34-04-17-28-11-30,2024-01-04,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""05"", ""13""]",05-13,2024-01-05,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""6"", ""0"", ""4""]",6-0-4,2024-01-05,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""07"", ""13""]",07-13,2024-01-05,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""7"", ""6""]",5-7-6,2024-01-05,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""04"", ""29""]",04-29,2024-01-05,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""2"", ""3""]",1-2-3,2024-01-05,21:00,0,0
4DL,4D Lotto,"[""6"", ""3"", ""4"", ""4""]",6-3-4-4,2024-01-05,21:00,0,0
ML45,Megalotto 6/45,"[""13"", ""18"", ""41"", ""29"", ""33"", ""37""]",13-18-41-29-33-37,2024-01-05,21:00,0,0
UL58,Ultra Lotto 6/58,"[""46"", ""54"", ""05"", ""35"", ""04"", ""13""]",46-54-05-35-04-13,2024-01-05,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""21"", ""06""]",21-06,2024-01-06,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""4"", ""1"", ""3""]",4-1-3,2024-01-06,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""23"", ""10""]",23-10,2024-01-06,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""9"", ""5"", ""1""]",9-5-1,2024-01-06,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""21"", ""13""]",21-13,2024-01-06,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""9"", ""7""]",9-9-7,2024-01-06,21:00,0,0
6DL,6D Lotto,"[""9"", ""0"", ""8"", ""5"", ""3"", ""4""]",9-0-8-5-3-4,2024-01-06,21:00,0,0
GL55,Grand Lotto 6/55,"[""16"", ""47"", ""23"", ""40"", ""54"", ""06""]",16-47-23-40-54-06,2024-01-06,21:00,0,0
LOTTO42,Lotto 6/42,"[""10"", ""30"", ""34"", ""09"", ""14"", ""21""]",10-30-34-09-14-21,2024-01-06,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""10"", ""12""]",10-12,2024-01-07,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""3"", ""3""]",5-3-3,2024-01-07,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""30"", ""23""]",30-23,2024-01-07,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""2"", ""1""]",7-2-1,2024-01-07,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""25"", ""29""]",25-29,2024-01-07,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""5""]",9-1-5,2024-01-07,21:00,0,0
SL49,Superlotto 6/49,"[""03"", ""47"", ""13"", ""12"", ""07"", ""01""]",03-47-13-12-07-01,2024-01-07,21:00,0,0
UL58,Ultra Lotto 6/58,"[""37"", ""28"", ""08"", ""18"", ""40"", ""38""]",37-28-08-18-40-38,2024-01-07,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""19"", ""13""]",19-13,2024-01-08,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""0"", ""2"", ""4""]",0-2-4,2024-01-08,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""30"", ""28""]",30-28,2024-01-08,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""3"", ""4""]",7-3-4,2024-01-08,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""10"", ""21""]",10-21,2024-01-08,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""5"", ""3"", ""5""]",5-3-5,2024-01-08,21:00,0,0
4DL,4D Lotto,"[""0"", ""7"", ""7"", ""2""]",0-7-7-2,2024-01-08,21:00,0,0
GL55,Grand Lotto 6/55,"[""08"", ""18"", ""24"", ""17"", ""28"", ""04""]",08-18-24-17-28-04,2024-01-08,21:00,0,0
ML45,Megalotto 6/45,"[""09"", ""07"", ""29"", ""28"", ""11"", ""18""]",09-07-29-28-11-18,2024-01-08,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""01"", ""08""]",01-08,2024-01-09,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""9"", ""5"", ""7""]",9-5-7,2024-01-09,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""09"", ""14""]",09-14,2024-01-09,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""3"", ""0"", ""5""]",3-0-5,2024-01-09,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""16"", ""16""]",16-16,2024-01-09,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""1"", ""5""]",4-1-5,2024-01-09,21:00,0,0
6DL,6D Lotto,"[""8"", ""3"", ""6"", ""7"", ""7"", ""5""]",8-3-6-7-7-5,2024-01-09,21:00,0,0
LOTTO42,Lotto 6/42,"[""04"", ""39"", ""23"", ""19"", ""17"", ""36""]",04-39-23-19-17-36,2024-01-09,21:00,0,0
SL49,Superlotto 6/49,"[""24"", ""39"", ""41"", ""29"", ""22"", ""20""]",24-39-41-29-22-20,2024-01-09,21:00,0,0
UL58,Ultra Lotto 6/58,"[""10"", ""34"", ""39"", ""45"", ""52"", ""24""]",10-34-39-45-52-24,2024-01-09,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""14"", ""09""]",14-09,2024-01-10,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""1"", ""9"", ""8""]",1-9-8,2024-01-10,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""17"", ""05""]",17-05,2024-01-10,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""0"", ""4"", ""0""]",0-4-0,2024-01-10,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""08"", ""27""]",08-27,2024-01-10,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""8"", ""1"", ""0""]",8-1-0,2024-01-10,21:00,0,0
4DL,4D Lotto,"[""0"", ""9"", ""3"", ""1""]",0-9-3-1,2024-01-10,21:00,0,0
GL55,Grand Lotto 6/55,"[""50"", ""53"", ""22"", ""32"", ""07"", ""42""]",50-53-22-32-07-42,2024-01-10,21:00,0,0
ML45,Megalotto 6/45,"[""25"", ""27"", ""12"", ""33"", ""36"", ""02""]",25-27-12-33-36-02,2024-01-10,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""12"", ""19""]",12-19,2024-01-11,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""0"", ""7"", ""3""]",0-7-3,2024-01-11,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""04"", ""13""]",04-13,2024-01-11,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""2"", ""1""]",5-2-1,2024-01-11,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""01"", ""03""]",01-03,2024-01-11,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""9"", ""1""]",9-9-1,2024-01-11,21:00,0,0
6DL,6D Lotto,"[""4"", ""9"", ""8"", ""4"", ""6"", ""6""]",4-9-8-4-6-6,2024-01-11,21:00,0,0
LOTTO42,Lotto 6/42,"[""20"", ""05"", ""34"", ""09"", ""26"", ""19""]",20-05-34-09-26-19,2024-01-11,21:00,0,0
SL49,Superlotto 6/49,"[""37"", ""45"", ""47"", ""12"", ""22"", ""08""]",37-45-47-12-22-08,2024-01-11,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""23"", ""01""]",23-01,2024-01-12,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""4"", ""4"", ""7""]",4-4-7,2024-01-12,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""15"", ""03""]",15-03,2024-01-12,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""4"", ""3"", ""7""]",4-3-7,2024-01-12,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""15"", ""20""]",15-20,2024-01-12,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""2"", ""4"", ""1""]",2-4-1,2024-01-12,21:00,0,0
4DL,4D Lotto,"[""2"", ""7"", ""3"", ""8""]",2-7-3-8,2024-01-12,21:00,0,0
ML45,Megalotto 6/45,"[""06"", ""34"", ""11"", ""32"", ""40"", ""02""]",06-34-11-32-40-02,2024-01-12,21:00,0,0
UL58,Ultra Lotto 6/58,"[""06"", ""44"", ""20"", ""22"", ""37"", ""25""]",06-44-20-22-37-25,2024-01-12,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""29"", ""20""]",29-20,2024-01-13,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""9"", ""4"", ""7""]",9-4-7,2024-01-13,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""13"", ""30""]",13-30,2024-01-13,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""1"", ""3"", ""2""]",1-3-2,2024-01-13,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""10"", ""14""]",10-14,2024-01-13,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""0"", ""2"", ""4""]",0-2-4,2024-01-13,21:00,0,0
6DL,6D Lotto,"[""4"", ""4"", ""5"", ""1"", ""3"", ""9""]",4-4-5-1-3-9,2024-01-13,21:00,0,0
GL55,Grand Lotto 6/55,"[""11"", ""28"", ""53"", ""54"", ""03"", ""37""]",11-28-53-54-03-37,2024-01-13,21:00,0,0
LOTTO42,Lotto 6/42,"[""42"", ""30"", ""17"", ""04"", ""15"", ""14""]",42-30-17-04-15-14,2024-01-13,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""21"", ""24""]",21-24,2024-01-14,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""5"", ""0""]",5-5-0,2024-01-14,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""22"", ""05""]",22-05,2024-01-14,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""8"", ""6"", ""9""]",8-6-9,2024-01-14,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""26"", ""14""]",26-14,2024-01-14,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""3"", ""1"", ""0""]",3-1-0,2024-01-14,21:00,0,0
SL49,Superlotto 6/49,"[""29"", ""35"", ""24"", ""20"", ""02"", ""43""]",29-35-24-20-02-43,2024-01-14,21:00,0,0
UL58,Ultra Lotto 6/58,"[""23"", ""40"", ""08"", ""42"", ""45"", ""55""]",23-40-08-42-45-55,2024-01-14,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""10"", ""06""]",10-06,2024-01-15,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""8"", ""4"", ""9""]",8-4-9,2024-01-15,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""06"", ""27""]",06-27,2024-01-15,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""9"", ""7"", ""7""]",9-7-7,2024-01-15,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""16"", ""10""]",16-10,2024-01-15,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""3"", ""8""]",1-3-8,2024-01-15,21:00,0,0
4DL,4D Lotto,"[""0"", ""0"", ""5"", ""3""]",0-0-5-3,2024-01-15,21:00,0,0
GL55,Grand Lotto 6/55,"[""45"", ""35"", ""55"", ""47"", ""37"", ""42""]",45-35-55-47-37-42,2024-01-15,21:00,0,0
ML45,Megalotto 6/45,"[""07"", ""22"", ""04"", ""23"", ""27"", ""40""]",07-22-04-23-27-40,2024-01-15,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""31"", ""28""]",31-28,2024-01-16,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""3"", ""1"", ""7""]",3-1-7,2024-01-16,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""12"", ""02""]",12-02,2024-01-16,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""4"", ""0"", ""8""]",4-0-8,2024-01-16,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""06"", ""14""]",06-14,2024-01-16,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""5"", ""8"", ""4""]",5-8-4,2024-01-16,21:00,0,0
6DL,6D Lotto,"[""1"", ""3"", ""6"", ""6"", ""7"", ""6""]",1-3-6-6-7-6,2024-01-16,21:00,0,0
LOTTO42,Lotto 6/42,"[""03"", ""29"", ""18"", ""30"", ""07"", ""22""]",03-29-18-30-07-22,2024-01-16,21:00,0,0
SL49,Superlotto 6/49,"[""26"", ""33"", ""14"", ""48"", ""06"", ""42""]",26-33-14-48-06-42,2024-01-16,21:00,0,0
UL58,Ultra Lotto 6/58,"[""39"", ""45"", ""18"", ""26"", ""58"", ""05""]",39-45-18-26-58-05,2024-01-16,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""18"", ""26""]",18-26,2024-01-17,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""7"", ""1""]",5-7-1,2024-01-17,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""30"", ""14""]",30-14,2024-01-17,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""7"", ""7"", ""0""]",7-7-0,2024-01-17,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""12"", ""06""]",12-06,2024-01-17,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""1"", ""2"", ""9""]",1-2-9,2024-01-17,21:00,0,0
4DL,4D Lotto,"[""2"", ""5"", ""6"", ""8""]",2-5-6-8,2024-01-17,21:00,0,0
GL55,Grand Lotto 6/55,"[""24"", ""50"", ""52"", ""09"", ""51"", ""03""]",24-50-52-09-51-03,2024-01-17,21:00,0,0
ML45,Megalotto 6/45,"[""28"", ""05"", ""33"", ""01"", ""23"", ""20""]",28-05-33-01-23-20,2024-01-17,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""08"", ""08""]",08-08,2024-01-18,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""8"", ""4"", ""0""]",8-4-0,2024-01-18,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""18"", ""16""]",18-16,2024-01-18,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""1"", ""7""]",5-1-7,2024-01-18,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""20"", ""26""]",20-26,2024-01-18,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""9"", ""1"", ""5""]",9-1-5,2024-01-18,21:00,0,0
6DL,6D Lotto,"[""7"", ""8"", ""3"", ""4"", ""0"", ""0""]",7-8-3-4-0-0,2024-01-18,21:00,0,0
LOTTO42,Lotto 6/42,"[""41"", ""08"", ""06"", ""03"", ""10"", ""04""]",41-08-06-03-10-04,2024-01-18,21:00,0,0
SL49,Superlotto 6/49,"[""32"", ""42"", ""01"", ""04"", ""10"", ""02""]",32-42-01-04-10-02,2024-01-18,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""25"", ""07""]",25-07,2024-01-19,14:00,0,0
3DL-2PM,3D Lotto 2PM,"[""5"", ""4"", ""5""]",5-4-5,2024-01-19,14:00,0,0
2DL-5PM,2D Lotto 5PM,"[""16"", ""15""]",16-15,2024-01-19,17:00,0,0
3DL-5PM,3D Lotto 5PM,"[""5"", ""0"", ""5""]",5-0-5,2024-01-19,17:00,0,0
2DL-9PM,2D Lotto 9PM,"[""24"", ""22""]",24-22,2024-01-19,21:00,0,0
3DL-9PM,3D Lotto 9PM,"[""4"", ""7"", ""4""]",4-7-4,2024-01-19,21:00,0,0
4DL,4D Lotto,"[""3"", ""4"", ""1"", ""9""]",3-4-1-9,2024-01-19,21:00,0,0
ML45,Megalotto 6/45,"[""14"", ""19"", ""43"", ""35"", ""24"", ""01""]",14-19-43-35-24-01,2024-01-19,21:00,0,0
UL58,Ultra Lotto 6/58,"[""11"", ""20"", ""58"", ""31"", ""44"", ""35""]",11-20-58-31-44-35,2024-01-19,21:00,0,0
2DL-2PM,2D Lotto 2PM,"[""02"", ""12""]",02-12,2024-01-20,14:00,0,0
