draw_index,game_code,draw_date,draw_time,combination,sum,mean,minimum,maximum,span,even_count,odd_count,low_count,high_count,unique_values,adjacent_consecutive_pairs,shared_values_with_previous_draw
1,4DL,2023-12-27,21:00,9703,19,4.75,0,9,9,1,3,2,2,4,0,
2,4DL,2023-12-29,21:00,3745,19,4.75,3,7,4,1,3,2,2,4,1,2
3,4DL,2024-01-03,21:00,1139,14,3.5,1,9,8,0,4,3,1,3,0,1
4,4DL,2024-01-05,21:00,6344,17,4.25,3,6,3,3,1,3,1,3,1,1
5,4DL,2024-01-08,21:00,0772,16,4,0,7,7,2,2,2,2,3,0,0
6,4DL,2024-01-10,21:00,0931,13,3.25,0,9,9,1,3,3,1,4,0,1
7,4DL,2024-01-12,21:00,2738,20,5,2,8,6,2,2,2,2,4,0,1
8,4DL,2024-01-15,21:00,0053,8,2,0,5,5,2,2,3,1,3,0,1
9,4DL,2024-01-17,21:00,2568,21,5.25,2,8,6,3,1,1,3,4,1,1
10,4DL,2024-01-19,21:00,3419,17,4.25,1,9,8,1,3,3,1,4,1,0
11,4DL,2024-01-22,21:00,7466,23,5.75,4,7,3,3,1,1,3,3,0,1
12,4DL,2024-01-24,21:00,5992,25,6.25,2,9,7,1,3,1,3,3,0,0
13,4DL,2024-01-26,21:00,6854,23,5.75,4,8,4,3,1,1,3,4,1,1
14,4DL,2024-01-29,21:00,6773,23,5.75,3,7,4,1,3,1,3,3,1,1
15,4DL,2024-01-31,21:00,9988,34,8.5,8,9,1,2,2,0,4,2,1,0
16,4DL,2024-02-02,21:00,3987,27,6.75,3,9,6,1,3,1,3,4,2,2
17,4DL,2024-02-05,21:00,8852,23,5.75,2,8,6,3,1,1,3,3,0,1
18,4DL,2024-02-07,21:00,9623,20,5,2,9,7,2,2,2,2,4,1,1
19,4DL,2024-02-09,21:00,7704,18,4.5,0,7,7,2,2,2,2,3,0,0
20,4DL,2024-02-12,21:00,6804,18,4.5,0,8,8,4,0,2,2,4,0,2
21,4DL,2024-02-14,21:00,1998,27,6.75,1,9,8,1,3,1,3,3,1,1
22,4DL,2024-02-16,21:00,4924,19,4.75,2,9,7,3,1,3,1,3,0,1
23,4DL,2024-02-19,21:00,3460,13,3.25,0,6,6,3,1,3,1,4,1,1
24,4DL,2024-02-21,21:00,2076,15,3.75,0,7,7,3,1,2,2,4,1,2
25,4DL,2024-02-23,21:00,0162,9,2.25,0,6,6,3,1,3,1,4,1,3
26,4DL,2024-02-26,21:00,0712,10,2.5,0,7,7,2,2,3,1,4,1,3
27,4DL,2024-02-28,21:00,7325,17,4.25,2,7,5,1,3,2,2,4,1,2
28,4DL,2024-03-01,21:00,3175,16,4,1,7,6,0,4,2,2,4,0,3
29,4DL,2024-03-04,21:00,3146,14,3.5,1,6,5,2,2,3,1,4,0,2
30,4DL,2024-03-06,21:00,2722,13,3.25,2,7,5,3,1,3,1,2,0,0
31,4DL,2024-03-08,21:00,1289,20,5,1,9,8,2,2,2,2,4,2,1
32,4DL,2024-03-11,21:00,7989,33,8.25,7,9,2,1,3,0,4,3,2,2
33,4DL,2024-03-13,21:00,6441,15,3.75,1,6,5,3,1,3,1,3,0,0
34,4DL,2024-03-15,21:00,9061,16,4,0,9,9,2,2,2,2,4,0,2
35,4DL,2024-03-18,21:00,1191,12,3,1,9,8,0,4,3,1,2,0,2
36,4DL,2024-03-20,21:00,3119,14,3.5,1,9,8,0,4,3,1,3,0,2
37,4DL,2024-03-22,21:00,4953,21,5.25,3,9,6,1,3,2,2,4,0,2
38,4DL,2024-03-25,21:00,4968,27,6.75,4,9,5,3,1,1,3,4,0,2
39,4DL,2024-03-27,21:00,6413,14,3.5,1,6,5,2,2,3,1,4,0,2
40,4DL,2024-04-01,21:00,7654,22,5.5,4,7,3,2,2,1,3,4,3,2
41,4DL,2024-04-03,21:00,2117,11,2.75,1,7,6,1,3,3,1,3,1,1
42,4DL,2024-04-05,21:00,2759,23,5.75,2,9,7,1,3,1,3,4,0,2
43,4DL,2024-04-08,21:00,9404,17,4.25,0,9,9,3,1,3,1,3,0,1
44,4DL,2024-04-10,21:00,5064,15,3.75,0,6,6,3,1,2,2,4,0,2
45,4DL,2024-04-12,21:00,9819,27,6.75,1,9,8,1,3,1,3,3,1,0
46,4DL,2024-04-15,21:00,7191,18,4.5,1,9,8,0,4,2,2,3,0,2
47,4DL,2024-04-17,21:00,7181,17,4.25,1,8,7,1,3,2,2,3,0,2
48,4DL,2024-04-19,21:00,7351,16,4,1,7,6,0,4,2,2,4,0,2
49,4DL,2024-04-22,21:00,1517,14,3.5,1,7,6,0,4,2,2,3,0,3
50,4DL,2024-04-24,21:00,4400,8,2,0,4,4,4,0,4,0,2,0,0
51,4DL,2024-04-26,21:00,7415,17,4.25,1,7,6,1,3,2,2,4,0,1
52,4DL,2024-04-29,21:00,5730,15,3.75,0,7,7,1,3,2,2,4,0,2
53,4DL,2024-05-01,21:00,9449,26,6.5,4,9,5,2,2,2,2,2,0,0
54,4DL,2024-05-03,21:00,6581,20,5,1,8,7,2,2,1,3,4,1,0
55,4DL,2024-05-06,21:00,6423,15,3.75,2,6,4,3,1,3,1,4,1,1
56,4DL,2024-05-08,21:00,5841,18,4.5,1,8,7,2,2,2,2,4,0,1
57,4DL,2024-05-10,21:00,8558,26,6.5,5,8,3,2,2,0,4,2,0,2
58,4DL,2024-05-13,21:00,3890,20,5,0,9,9,2,2,2,2,4,1,1
59,4DL,2024-05-15,21:00,9611,17,4.25,1,9,8,1,3,2,2,3,0,1
60,4DL,2024-05-17,21:00,0703,10,2.5,0,7,7,2,2,3,1,3,0,0
61,4DL,2024-05-20,21:00,2240,8,2,0,4,4,4,0,4,0,3,0,1
62,4DL,2024-05-22,21:00,9657,27,6.75,5,9,4,1,3,0,4,4,1,0
63,4DL,2024-05-24,21:00,8033,14,3.5,0,8,8,2,2,3,1,3,0,0
64,4DL,2024-05-27,21:00,2482,16,4,2,8,6,4,0,3,1,3,0,1
65,4DL,2024-05-29,21:00,1169,17,4.25,1,9,8,1,3,2,2,3,0,0
66,4DL,2024-05-31,21:00,3979,28,7,3,9,6,0,4,1,3,3,0,1
67,4DL,2024-06-03,21:00,0482,14,3.5,0,8,8,4,0,3,1,4,0,0
68,4DL,2024-06-05,21:00,1291,13,3.25,1,9,8,1,3,3,1,3,1,1
69,4DL,2024-06-07,21:00,8652,21,5.25,2,8,6,3,1,1,3,4,1,1
70,4DL,2024-06-10,21:00,5856,24,6,5,8,3,2,2,0,4,3,1,3
71,4DL,2024-06-14,21:00,7367,23,5.75,3,7,4,1,3,1,3,3,1,1
72,4DL,2024-06-17,21:00,2427,15,3.75,2,7,5,3,1,3,1,3,0,1
73,4DL,2024-06-19,21:00,2806,16,4,0,8,8,4,0,2,2,4,0,1
74,4DL,2024-06-21,21:00,3560,14,3.5,0,6,6,2,2,2,2,4,1,2
75,4DL,2024-06-24,21:00,8821,19,4.75,1,8,7,3,1,2,2,3,1,0
76,4DL,2024-06-26,21:00,6737,23,5.75,3,7,4,1,3,1,3,3,1,0
77,4DL,2024-06-28,21:00,0875,20,5,0,8,8,2,2,1,3,4,1,1
78,4DL,2024-07-01,21:00,9038,20,5,0,9,9,2,2,2,2,4,0,2
79,4DL,2024-07-03,21:00,3834,18,4.5,3,8,5,2,2,3,1,3,1,2
80,4DL,2024-07-05,21:00,9303,15,3.75,0,9,9,1,3,3,1,3,0,1
81,4DL,2024-07-08,21:00,3384,18,4.5,3,8,5,2,2,3,1,3,0,1
82,4DL,2024-07-10,21:00,3548,20,5,3,8,5,2,2,2,2,4,1,3
83,4DL,2024-07-12,21:00,9675,27,6.75,5,9,4,1,3,0,4,4,1,1
84,4DL,2024-07-15,21:00,0835,16,4,0,8,8,2,2,2,2,4,0,1
85,4DL,2024-07-17,21:00,1053,9,2.25,0,5,5,1,3,3,1,4,1,3
86,4DL,2024-07-19,21:00,5228,17,4.25,2,8,6,3,1,2,2,3,0,1
87,4DL,2024-07-22,21:00,3638,20,5,3,8,5,2,2,2,2,3,0,1
88,4DL,2024-07-24,21:00,2148,15,3.75,1,8,7,3,1,3,1,4,1,1
89,4DL,2024-07-26,21:00,5146,16,4,1,6,5,2,2,2,2,4,0,2
90,4DL,2024-07-29,21:00,4016,11,2.75,0,6,6,3,1,3,1,4,1,3
91,4DL,2024-07-31,21:00,8158,22,5.5,1,8,7,2,2,1,3,3,0,1
92,4DL,2024-08-02,21:00,5925,21,5.25,2,9,7,1,3,1,3,3,0,1
93,4DL,2024-08-05,21:00,6976,28,7,6,9,3,2,2,0,4,3,1,1
94,4DL,2024-08-07,21:00,8322,15,3.75,2,8,6,3,1,3,1,3,1,0
95,4DL,2024-08-09,21:00,2033,8,2,0,3,3,2,2,4,0,3,0,2
96,4DL,2024-08-12,21:00,6284,20,5,2,8,6,4,0,2,2,4,0,1
97,4DL,2024-08-14,21:00,0289,19,4.75,0,9,9,3,1,2,2,4,1,2
98,4DL,2024-08-16,21:00,7012,10,2.5,0,7,7,2,2,3,1,4,2,2
99,4DL,2024-08-19,21:00,2064,12,3,0,6,6,4,0,3,1,4,0,2
100,4DL,2024-08-21,21:00,3473,17,4.25,3,7,4,1,3,3,1,3,1,1
