triple,count,occurrence_count,draw_support_count,draw_support_pct
9>1>9,2,2,2,40.0
1>7>0,1,1,1,20.0
1>9>5,1,1,1,20.0
1>9>8,1,1,1,20.0
2>8>8,1,1,1,20.0
6>9>4,1,1,1,20.0
7>0>4,1,1,1,20.0
8>8>4,1,1,1,20.0
9>4>7,1,1,1,20.0
